;LINE;COMP;TYPE;RPM;DIAMETER(IN);PITCH(IN);BLADE(nb);THRUST(LBF);POWER(HP);TORQUE(IN.LBF);Cp;Ct;AREA(m^2);THRUST(N);POWER(W);ANGLE;EFF;N.D
6847;5710.0;345.0;E;35000.0;5.0;4.5;2.0;4.88;3.05;5.49;0.28;0.2;0.01;21.716;2274.385;0.9;22.587698;175000.0
6848;7039.0;388.0;D;5000.0;7.0;6.5;2.0;0.4;0.03;0.31;0.15;0.21;0.02;1.78;22.371;0.93;51.18913;35000.0
6849;7040.0;388.0;D;6000.0;7.0;6.5;2.0;0.57;0.04;0.44;0.14;0.21;0.02;2.5365;29.828;0.93;54.845497;42000.0
6850;3255.0;201.0;E;11000.0;16.0;12.0;2.0;25.55;11.74;67.26;0.1;0.1;0.13;113.6975;8754.518;0.75;22.36068;176000.0
6851;7041.0;388.0;D;7000.0;7.0;6.5;2.0;0.78;0.06;0.58;0.14;0.21;0.02;3.471;44.742;0.93;54.845497;49000.0
6852;7042.0;388.0;D;8000.0;7.0;6.5;2.0;1.01;0.09;0.74;0.14;0.21;0.02;4.4945;67.113;0.93;54.845497;56000.0
6853;7043.0;388.0;D;9000.0;7.0;6.5;2.0;1.28;0.13;0.92;0.13;0.21;0.02;5.696;96.941;0.93;59.06438;63000.0
6854;7044.0;388.0;D;10000.0;7.0;6.5;2.0;1.58;0.17;1.1;0.13;0.21;0.02;7.031;126.769;0.93;59.06438;70000.0
6855;7045.0;388.0;D;11000.0;7.0;6.5;2.0;1.94;0.28;1.59;0.15;0.21;0.02;8.633;208.796;0.93;51.18913;77000.0
6856;5795.0;347.0;E;38000.0;5.0;4.0;3.0;8.73;7.18;11.91;0.52;0.3;0.01;38.8485;5354.126;0.8;22.344135;190000.0
6857;5249.0;332.0;E;44000.0;4.0;4.5;2.0;3.59;2.46;3.53;0.35;0.23;0.01;15.9755;1834.422;1.13;22.284798;176000.0
6858;5798.0;347.0;E;41000.0;5.0;4.0;3.0;10.34;9.6;14.76;0.55;0.31;0.01;46.013;7158.72;0.8;22.190386;205000.0
6859;5248.0;332.0;E;43000.0;4.0;4.5;2.0;3.39;2.16;3.17;0.33;0.22;0.01;15.0855;1610.712;1.13;22.110832;172000.0
6860;5751.0;346.0;E;35000.0;5.0;4.6;2.0;5.35;3.52;6.33;0.33;0.22;0.01;23.8075;2624.864;0.92;22.110832;175000.0
6861;5169.0;330.0;E;45000.0;4.7;4.2;2.0;4.24;2.66;3.72;0.15;0.13;0.01;18.868;1983.562;0.89;22.09575;211500.0
6862;5492.0;339.0;E;35000.0;5.5;4.5;2.0;4.5;2.53;4.56;0.15;0.13;0.02;20.025;1886.621;0.82;22.09575;192500.0
6863;5841.0;348.0;E;39000.0;5.0;5.0;2.0;3.8;2.18;3.52;0.15;0.13;0.01;16.91;1625.626;1.0;22.09575;195000.0
6864;6357.0;363.0;E;33000.0;6.0;4.0;2.0;5.71;3.36;6.41;0.15;0.13;0.02;25.4095;2505.552;0.67;22.09575;198000.0
6865;5310.0;334.0;E;32000.0;5.1;4.5;2.0;4.32;2.63;5.18;0.29;0.2;0.01;19.224;1961.191;0.88;21.808811;163200.0
6866;5670.0;344.0;E;36000.0;5.0;4.3;2.0;5.24;3.44;6.03;0.29;0.2;0.01;23.318;2565.208;0.86;21.808811;180000.0
6867;5800.0;347.0;E;43000.0;5.0;4.0;3.0;11.4;11.13;16.32;0.56;0.31;0.01;50.73;8299.641;0.8;21.794128;215000.0
6868;6874.0;381.0;E;33000.0;7.0;4.0;2.0;11.77;8.16;15.58;0.17;0.14;0.02;52.3765;6084.912;0.57;21.78854;231000.0
6869;9392.0;487.0;E;26000.0;9.0;7.5;2.0;19.9;14.35;34.78;0.17;0.14;0.04;88.555;10700.795;0.83;21.78854;234000.0
6870;7046.0;388.0;D;12000.0;7.0;6.5;2.0;2.36;0.44;2.33;0.19;0.21;0.02;10.502;328.108;0.93;40.41247;84000.0
6871;6988.0;385.0;E;26000.0;7.0;5.0;2.0;7.61;4.56;11.05;0.19;0.15;0.02;33.8645;3400.392;0.71;21.620626;182000.0
6872;7086.0;389.0;E;23000.0;7.0;6.0;2.0;5.95;3.17;8.7;0.19;0.15;0.02;26.4775;2363.869;0.86;21.620626;161000.0
6873;1677.0;91.0;E;12000.0;12.0;8.0;2.0;10.76;4.26;22.38;0.12;0.11;0.07;47.882;3176.682;0.67;21.49774;144000.0
6874;7047.0;388.0;D;13000.0;7.0;6.5;2.0;2.82;0.67;3.24;0.22;0.22;0.02;12.549;499.619;0.93;37.424103;91000.0
6875;7048.0;388.0;D;14000.0;7.0;6.5;2.0;3.33;0.96;4.3;0.26;0.22;0.02;14.8185;715.872;0.93;31.66655;98000.0
6876;7049.0;388.0;D;15000.0;7.0;6.5;2.0;3.89;1.32;5.54;0.29;0.23;0.02;17.3105;984.324;0.93;30.34826;105000.0
6877;7050.0;388.0;D;16000.0;7.0;6.5;2.0;4.49;1.77;6.99;0.32;0.23;0.02;19.9805;1319.889;0.93;27.503113;112000.0
6878;7051.0;388.0;D;17000.0;7.0;6.5;2.0;5.16;2.34;8.66;0.35;0.23;0.02;22.962;1744.938;0.93;25.145702;119000.0
6879;7052.0;388.0;D;18000.0;7.0;6.5;2.0;5.87;3.01;10.55;0.38;0.24;0.02;26.1215;2244.557;0.93;24.687284;126000.0
6880;7053.0;388.0;D;19000.0;7.0;6.5;2.0;6.64;3.83;12.71;0.41;0.24;0.02;29.548;2856.031;0.93;22.880898;133000.0
6881;7064.0;389.0;E;1000.0;7.0;6.0;2.0;0.01;0.01;0.01;0.07;0.13;0.02;0.0445;7.457;0.86;47.348038;7000.0
6882;7065.0;389.0;E;2000.0;7.0;6.0;2.0;0.04;0.01;0.03;0.07;0.13;0.02;0.178;7.457;0.86;47.348038;14000.0
6883;7066.0;389.0;E;3000.0;7.0;6.0;2.0;0.09;0.01;0.06;0.07;0.13;0.02;0.4005;7.457;0.86;47.348038;21000.0
6884;7067.0;389.0;E;4000.0;7.0;6.0;2.0;0.17;0.01;0.1;0.07;0.13;0.02;0.7565;7.457;0.86;47.348038;28000.0
6885;7068.0;389.0;E;5000.0;7.0;6.0;2.0;0.26;0.01;0.16;0.07;0.13;0.02;1.157;7.457;0.86;47.348038;35000.0
6886;7069.0;389.0;E;6000.0;7.0;6.0;2.0;0.37;0.02;0.23;0.07;0.13;0.02;1.6465;14.914;0.86;47.348038;42000.0
6887;7070.0;389.0;E;7000.0;7.0;6.0;2.0;0.5;0.04;0.31;0.07;0.13;0.02;2.225;29.828;0.86;47.348038;49000.0
6888;7073.0;389.0;E;10000.0;7.0;6.0;2.0;1.03;0.1;0.63;0.07;0.13;0.02;4.5835;74.57;0.86;47.348038;70000.0
6889;7074.0;389.0;E;11000.0;7.0;6.0;2.0;1.24;0.13;0.74;0.07;0.13;0.02;5.518;96.941;0.86;47.348038;77000.0
6890;7075.0;389.0;E;12000.0;7.0;6.0;2.0;1.48;0.16;0.86;0.07;0.13;0.02;6.586;119.312;0.86;47.348038;84000.0
6891;7076.0;389.0;E;13000.0;7.0;6.0;2.0;1.73;0.2;0.99;0.07;0.13;0.02;7.6985;149.14;0.86;47.348038;91000.0
6892;7077.0;389.0;E;13999.0;7.0;6.0;2.0;2.01;0.25;1.13;0.07;0.13;0.02;8.9445;186.425;0.86;47.348038;97993.0
6893;6895.0;382.0;F;20000.0;7.0;4.0;2.0;2.76;0.41;1.28;0.04;0.09;0.02;12.282;305.737;0.57;53.85721;140000.0
6894;6896.0;382.0;F;21000.0;7.0;4.0;2.0;3.06;0.51;1.53;0.04;0.09;0.02;13.617;380.307;0.57;53.85721;147000.0
6895;6897.0;382.0;F;22000.0;7.0;4.0;2.0;3.38;0.64;1.83;0.04;0.09;0.02;15.041;477.248;0.57;53.85721;154000.0
6896;6898.0;382.0;F;23000.0;7.0;4.0;2.0;3.71;0.8;2.18;0.05;0.09;0.02;16.5095;596.56;0.57;43.085766;161000.0
6897;6899.0;382.0;F;24000.0;7.0;4.0;2.0;4.07;0.99;2.6;0.05;0.09;0.02;18.1115;738.243;0.57;43.085766;168000.0
6898;6900.0;382.0;F;25000.0;7.0;4.0;2.0;4.45;1.24;3.12;0.06;0.09;0.02;19.8025;924.668;0.57;35.904804;175000.0
6899;6901.0;382.0;F;26000.0;7.0;4.0;2.0;4.85;1.57;3.8;0.07;0.09;0.02;21.5825;1170.749;0.57;30.775547;182000.0
6900;6902.0;382.0;F;26999.0;7.0;4.0;2.0;5.3;2.11;4.93;0.08;0.09;0.02;23.585;1573.427;0.57;26.928604;188993.0
6901;6903.0;382.0;F;28000.0;7.0;4.0;2.0;5.82;3.61;8.12;0.12;0.1;0.02;25.899;2691.977;0.57;21.026104;196000.0
6902;6904.0;382.0;F;29000.0;7.0;4.0;2.0;6.28;4.12;8.96;0.12;0.1;0.02;27.946;3072.284;0.57;21.026104;203000.0
6903;6905.0;382.0;F;30000.0;7.0;4.0;2.0;6.69;4.21;8.85;0.12;0.1;0.02;29.7705;3139.397;0.57;21.026104;210000.0
6904;6906.0;382.0;F;31000.0;7.0;4.0;2.0;7.18;5.32;10.82;0.13;0.1;0.02;31.951;3967.124;0.57;19.408712;217000.0
6905;6907.0;382.0;F;32000.0;7.0;4.0;2.0;7.67;6.63;13.05;0.15;0.1;0.02;34.1315;4943.991;0.57;16.820883;224000.0
6906;6908.0;382.0;F;33000.0;7.0;4.0;2.0;8.26;7.9;15.09;0.16;0.1;0.02;36.757;5891.03;0.57;15.769578;231000.0
6907;6909.0;382.0;F;34000.0;7.0;4.0;2.0;9.9;16.39;30.38;0.31;0.11;0.02;44.055;12222.023;0.57;9.390039;238000.0
6908;7078.0;389.0;E;15000.0;7.0;6.0;2.0;2.31;0.3;1.27;0.07;0.13;0.02;10.2795;223.71;0.86;47.348038;105000.0
6909;7079.0;389.0;E;16000.0;7.0;6.0;2.0;2.64;0.42;1.64;0.08;0.14;0.02;11.748;313.194;0.86;46.300648;112000.0
6910;7071.0;389.0;E;8000.0;7.0;6.0;2.0;0.66;0.05;0.41;0.08;0.13;0.02;2.937;37.285;0.86;41.429535;56000.0
6911;7072.0;389.0;E;9000.0;7.0;6.0;2.0;0.83;0.07;0.52;0.08;0.13;0.02;3.6935;52.199;0.86;41.429535;63000.0
6912;7080.0;389.0;E;17000.0;7.0;6.0;2.0;3.02;0.61;2.25;0.09;0.14;0.02;13.439;454.877;0.86;41.15613;119000.0
6913;7081.0;389.0;E;18000.0;7.0;6.0;2.0;3.43;0.85;2.98;0.11;0.14;0.02;15.2635;633.845;0.86;33.6732;126000.0
6914;7082.0;389.0;E;19000.0;7.0;6.0;2.0;3.87;1.15;3.82;0.12;0.14;0.02;17.2215;857.555;0.86;30.867098;133000.0
6915;7093.0;390.0;F;1000.0;7.0;6.0;2.0;0.01;0.01;0.0;0.05;0.09;0.02;0.0445;7.457;0.86;43.085766;7000.0
6916;7094.0;390.0;F;2000.0;7.0;6.0;2.0;0.03;0.01;0.02;0.05;0.09;0.02;0.1335;7.457;0.86;43.085766;14000.0
6917;7095.0;390.0;F;3000.0;7.0;6.0;2.0;0.06;0.01;0.04;0.05;0.09;0.02;0.267;7.457;0.86;43.085766;21000.0
6918;7096.0;390.0;F;4000.0;7.0;6.0;2.0;0.11;0.01;0.07;0.05;0.09;0.02;0.4895;7.457;0.86;43.085766;28000.0
6919;7097.0;390.0;F;5000.0;7.0;6.0;2.0;0.18;0.01;0.1;0.05;0.09;0.02;0.801;7.457;0.86;43.085766;35000.0
6920;7098.0;390.0;F;6000.0;7.0;6.0;2.0;0.25;0.01;0.15;0.05;0.09;0.02;1.1125;7.457;0.86;43.085766;42000.0
6921;7099.0;390.0;F;7000.0;7.0;6.0;2.0;0.35;0.02;0.21;0.05;0.09;0.02;1.5575;14.914;0.86;43.085766;49000.0
6922;7100.0;390.0;F;8000.0;7.0;6.0;2.0;0.45;0.03;0.27;0.05;0.09;0.02;2.0025;22.371;0.86;43.085766;56000.0
6923;7101.0;390.0;F;9000.0;7.0;6.0;2.0;0.57;0.05;0.34;0.05;0.09;0.02;2.5365;37.285;0.86;43.085766;63000.0
6924;7102.0;390.0;F;10000.0;7.0;6.0;2.0;0.71;0.07;0.42;0.05;0.09;0.02;3.1595;52.199;0.86;43.085766;70000.0
6925;6927.0;383.0;SF;20000.0;7.0;4.0;2.0;4.16;0.91;2.88;0.08;0.14;0.02;18.512;678.587;0.57;52.244686;140000.0
6926;6928.0;383.0;SF;21000.0;7.0;4.0;2.0;4.61;1.14;3.43;0.09;0.14;0.02;20.5145;850.098;0.57;46.43972;147000.0
6927;6929.0;383.0;SF;22000.0;7.0;4.0;2.0;5.1;1.42;4.06;0.1;0.14;0.02;22.695;1058.894;0.57;41.79575;154000.0
6928;6930.0;383.0;SF;23000.0;7.0;4.0;2.0;5.61;1.75;4.8;0.11;0.14;0.02;24.9645;1304.975;0.57;37.996136;161000.0
6929;6931.0;383.0;SF;24000.0;7.0;4.0;2.0;6.16;2.16;5.68;0.12;0.14;0.02;27.412;1610.712;0.57;34.829792;168000.0
6930;6932.0;383.0;SF;25000.0;7.0;4.0;2.0;6.74;2.69;6.78;0.13;0.14;0.02;29.993;2005.933;0.57;32.150578;175000.0
6931;6933.0;383.0;SF;26000.0;7.0;4.0;2.0;7.35;3.43;8.32;0.14;0.14;0.02;32.7075;2557.751;0.57;29.854107;182000.0
6932;6934.0;383.0;SF;26999.0;7.0;4.0;2.0;8.01;4.45;10.39;0.17;0.14;0.02;35.6445;3318.365;0.57;24.585735;188993.0
6933;7103.0;390.0;F;11000.0;7.0;6.0;2.0;0.86;0.09;0.51;0.05;0.09;0.02;3.827;67.113;0.86;43.085766;77000.0
6934;7104.0;390.0;F;12000.0;7.0;6.0;2.0;1.02;0.12;0.61;0.05;0.09;0.02;4.539;89.484;0.86;43.085766;84000.0
6935;7105.0;390.0;F;13000.0;7.0;6.0;2.0;1.2;0.14;0.7;0.05;0.09;0.02;5.34;104.398;0.86;43.085766;91000.0
6936;7106.0;390.0;F;14000.0;7.0;6.0;2.0;1.39;0.18;0.8;0.05;0.09;0.02;6.1855;134.226;0.86;43.085766;98000.0
6937;7107.0;390.0;F;15000.0;7.0;6.0;2.0;1.59;0.21;0.9;0.05;0.09;0.02;7.0755;156.597;0.86;43.085766;105000.0
6938;7108.0;390.0;F;16000.0;7.0;6.0;2.0;1.81;0.25;1.0;0.05;0.09;0.02;8.0545;186.425;0.86;43.085766;112000.0
6939;7109.0;390.0;F;17000.0;7.0;6.0;2.0;2.04;0.3;1.12;0.05;0.09;0.02;9.078;223.71;0.86;43.085766;119000.0
6940;7110.0;390.0;F;18000.0;7.0;6.0;2.0;2.29;0.35;1.23;0.04;0.09;0.02;10.1905;260.995;0.86;53.85721;126000.0
6941;7111.0;390.0;F;19000.0;7.0;6.0;2.0;2.55;0.41;1.36;0.04;0.09;0.02;11.3475;305.737;0.86;53.85721;133000.0
6942;7126.0;391.0;SF;2000.0;7.0;6.0;2.0;0.04;0.01;0.03;0.08;0.13;0.02;0.178;7.457;0.86;46.748222;14000.0
6943;7127.0;391.0;SF;3000.0;7.0;6.0;2.0;0.09;0.01;0.06;0.08;0.13;0.02;0.4005;7.457;0.86;46.748222;21000.0
6944;7128.0;391.0;SF;4000.0;7.0;6.0;2.0;0.17;0.01;0.12;0.09;0.14;0.02;0.7565;7.457;0.86;46.43972;28000.0
6945;7129.0;391.0;SF;5000.0;7.0;6.0;2.0;0.26;0.01;0.18;0.08;0.13;0.02;1.157;7.457;0.86;46.748222;35000.0
6946;7130.0;391.0;SF;6000.0;7.0;6.0;2.0;0.37;0.02;0.25;0.08;0.13;0.02;1.6465;14.914;0.86;46.748222;42000.0
6947;7131.0;391.0;SF;7000.0;7.0;6.0;2.0;0.5;0.04;0.33;0.08;0.13;0.02;2.225;29.828;0.86;46.748222;49000.0
6948;7132.0;391.0;SF;8000.0;7.0;6.0;2.0;0.66;0.06;0.44;0.08;0.13;0.02;2.937;44.742;0.86;46.748222;56000.0
6949;7133.0;391.0;SF;9000.0;7.0;6.0;2.0;0.83;0.08;0.56;0.08;0.13;0.02;3.6935;59.656;0.86;46.748222;63000.0
6950;7134.0;391.0;SF;10000.0;7.0;6.0;2.0;1.03;0.11;0.68;0.08;0.13;0.02;4.5835;82.027;0.86;46.748222;70000.0
6951;7135.0;391.0;SF;11000.0;7.0;6.0;2.0;1.24;0.14;0.8;0.08;0.13;0.02;5.518;104.398;0.86;46.748222;77000.0
6952;6954.0;384.0;;20000.0;7.0;5.0;2.0;3.63;0.91;2.88;0.08;0.12;0.02;16.1535;678.587;0.71;41.459297;140000.0
6953;6955.0;384.0;;21000.0;7.0;5.0;2.0;4.04;1.2;3.61;0.1;0.12;0.02;17.978;894.84;0.71;33.16744;147000.0
6954;6956.0;384.0;;22000.0;7.0;5.0;2.0;4.47;1.56;4.47;0.11;0.12;0.02;19.8915;1163.292;0.71;30.152216;154000.0
6955;6957.0;384.0;;23000.0;7.0;5.0;2.0;4.93;2.0;5.49;0.12;0.12;0.02;21.9385;1491.4;0.71;27.639532;161000.0
6956;6958.0;384.0;;24000.0;7.0;5.0;2.0;5.43;2.57;6.75;0.14;0.12;0.02;24.1635;1916.449;0.71;23.691027;168000.0
6957;6959.0;384.0;;25000.0;7.0;5.0;2.0;5.98;3.58;9.02;0.17;0.13;0.02;26.611;2669.606;0.71;21.999163;175000.0
6958;6960.0;384.0;;26000.0;7.0;5.0;2.0;6.59;4.87;11.81;0.2;0.13;0.02;29.3255;3631.559;0.71;18.69929;182000.0
6959;6961.0;384.0;;26999.0;7.0;5.0;2.0;7.26;6.61;15.44;0.25;0.13;0.02;32.307;4929.077;0.71;14.959432;188993.0
6960;6962.0;384.0;;30000.0;7.0;5.0;2.0;9.04;8.7;18.28;0.24;0.13;0.02;40.228;6487.59;0.71;15.582741;210000.0
6961;1901.0;106.0;E;16000.0;13.0;10.0;2.0;24.78;14.39;56.68;0.12;0.11;0.09;110.271;10730.623;0.77;21.49774;208000.0
6962;2237.0;127.0;E;12000.0;13.0;8.0;2.0;14.14;6.2;32.58;0.12;0.11;0.09;62.923;4623.34;0.62;21.49774;156000.0
6963;2239.0;127.0;E;13999.0;13.0;8.0;2.0;19.12;9.78;44.03;0.12;0.11;0.09;85.084;7292.946;0.62;21.49774;181987.0
6964;5671.0;344.0;E;37000.0;5.0;4.3;2.0;5.59;4.05;6.9;0.32;0.21;0.01;24.8755;3020.085;0.86;21.26493;185000.0
6965;5711.0;345.0;E;36000.0;5.0;4.5;2.0;5.22;3.56;6.23;0.3;0.2;0.01;23.229;2654.692;0.9;21.081852;180000.0
6966;5250.0;332.0;E;45000.0;4.0;4.5;2.0;3.79;2.8;3.92;0.37;0.23;0.01;16.8655;2087.96;1.13;21.080215;180000.0
6967;7136.0;391.0;SF;12000.0;7.0;6.0;2.0;1.48;0.18;0.93;0.08;0.13;0.02;6.586;134.226;0.86;46.748222;84000.0
6968;932.0;47.0;E;15000.0;11.0;7.0;2.0;12.64;6.08;25.54;0.14;0.12;0.06;56.248;4533.856;0.64;20.995626;165000.0
6969;7137.0;391.0;SF;13000.0;7.0;6.0;2.0;1.73;0.22;1.07;0.07;0.13;0.02;7.6985;164.054;0.86;53.42654;91000.0
6970;1005.0;51.0;E;13000.0;11.0;8.0;2.0;9.48;3.93;19.07;0.14;0.12;0.06;42.186;2930.601;0.73;20.995626;143000.0
6971;5752.0;346.0;E;36000.0;5.0;4.6;2.0;5.72;4.09;7.16;0.35;0.22;0.01;25.454;3049.913;0.92;20.847355;180000.0
6972;7138.0;391.0;SF;13999.0;7.0;6.0;2.0;2.01;0.27;1.21;0.07;0.13;0.02;8.9445;201.339;0.86;53.42654;97993.0
6973;414.0;20.0;E;16000.0;10.0;7.0;2.0;10.42;5.14;20.26;0.16;0.13;0.05;46.369;3832.898;0.7;20.714767;160000.0
6974;421.0;20.0;E;23000.0;10.0;7.0;2.0;21.24;16.08;44.07;0.16;0.13;0.05;94.518;11990.856;0.7;20.714767;230000.0
6975;7139.0;391.0;SF;15000.0;7.0;6.0;2.0;2.3;0.32;1.37;0.07;0.13;0.02;10.235;238.624;0.86;53.42654;105000.0
6976;480.0;23.0;E;22000.0;10.0;8.0;2.0;19.51;13.4;38.39;0.16;0.13;0.05;86.8195;9992.38;0.8;20.714767;220000.0
6977;4979.0;325.0;E;45000.0;4.75;4.5;2.0;4.18;2.78;3.89;0.16;0.13;0.01;18.601;2073.046;0.95;20.714767;213750.0
6978;5167.0;330.0;E;43000.0;4.7;4.2;2.0;3.87;2.5;3.67;0.16;0.13;0.01;17.2215;1864.25;0.89;20.714767;202100.0
6979;5493.0;339.0;E;36000.0;5.5;4.5;2.0;4.81;3.08;5.39;0.16;0.13;0.02;21.4045;2296.756;0.82;20.714767;198000.0
6980;5494.0;339.0;E;37000.0;5.5;4.5;2.0;5.09;3.27;5.57;0.16;0.13;0.02;22.6505;2438.439;0.82;20.714767;203500.0
6981;5495.0;339.0;E;39000.0;5.5;4.5;2.0;5.69;3.92;6.34;0.16;0.13;0.02;25.3205;2923.144;0.82;20.714767;214500.0
6982;6360.0;363.0;E;36000.0;6.0;4.0;2.0;6.88;4.77;8.35;0.16;0.13;0.02;30.616;3556.989;0.67;20.714767;216000.0
6983;6361.0;363.0;E;37000.0;6.0;4.0;2.0;7.25;4.99;8.49;0.16;0.13;0.02;32.2625;3721.043;0.67;20.714767;222000.0
6984;6392.0;364.0;E;30000.0;6.0;5.5;2.0;4.7;2.66;5.59;0.16;0.13;0.02;20.915;1983.562;0.92;20.714767;180000.0
6985;5797.0;347.0;E;40000.0;5.0;4.0;3.0;9.9;9.48;14.94;0.59;0.31;0.01;44.055;7069.236;0.8;20.685953;200000.0
6986;9258.0;481.0;E;19000.0;9.0;6.0;2.0;10.87;5.78;19.16;0.18;0.14;0.04;48.3715;4310.146;0.67;20.578066;171000.0
6987;9259.0;481.0;E;20000.0;9.0;6.0;2.0;12.05;6.88;21.67;0.18;0.14;0.04;53.6225;5130.416;0.67;20.578066;180000.0
6988;7140.0;391.0;SF;16000.0;7.0;6.0;2.0;2.63;0.43;1.69;0.08;0.13;0.02;11.7035;320.651;0.86;46.748222;112000.0
6989;6871.0;381.0;E;28000.0;7.0;4.0;2.0;8.75;5.89;13.26;0.2;0.15;0.02;38.9375;4392.173;0.57;20.539597;196000.0
6990;6872.0;381.0;E;29000.0;7.0;4.0;2.0;9.43;6.67;14.49;0.2;0.15;0.02;41.9635;4973.819;0.57;20.539597;203000.0
6991;8413.0;444.0;E;21000.0;8.0;6.0;2.0;8.55;4.85;14.55;0.2;0.15;0.03;38.0475;3616.645;0.75;20.539597;168000.0
6992;7141.0;391.0;SF;17000.0;7.0;6.0;2.0;3.01;0.64;2.37;0.1;0.14;0.02;13.3945;477.248;0.86;41.79575;119000.0
6993;7142.0;391.0;SF;18000.0;7.0;6.0;2.0;3.42;0.91;3.17;0.11;0.14;0.02;15.219;678.587;0.86;37.996136;126000.0
6994;7143.0;391.0;SF;19000.0;7.0;6.0;2.0;3.86;1.24;4.11;0.13;0.14;0.02;17.177;924.668;0.86;32.150578;133000.0
6995;7151.0;392.0;W;1000.0;7.0;6.0;2.0;0.01;0.01;0.01;0.08;0.14;0.02;0.0445;7.457;0.86;52.244686;7000.0
6996;7152.0;392.0;W;2000.0;7.0;6.0;2.0;0.04;0.01;0.03;0.08;0.14;0.02;0.178;7.457;0.86;52.244686;14000.0
6997;7153.0;392.0;W;3000.0;7.0;6.0;2.0;0.1;0.01;0.06;0.08;0.14;0.02;0.445;7.457;0.86;52.244686;21000.0
6998;7154.0;392.0;W;4000.0;7.0;6.0;2.0;0.17;0.01;0.11;0.08;0.14;0.02;0.7565;7.457;0.86;52.244686;28000.0
6999;7155.0;392.0;W;5000.0;7.0;6.0;2.0;0.27;0.01;0.17;0.08;0.14;0.02;1.2015;7.457;0.86;52.244686;35000.0
7000;7156.0;392.0;W;6000.0;7.0;6.0;2.0;0.39;0.02;0.25;0.08;0.14;0.02;1.7355;14.914;0.86;52.244686;42000.0
7001;7157.0;392.0;W;7000.0;7.0;6.0;2.0;0.53;0.04;0.34;0.08;0.14;0.02;2.3585;29.828;0.86;52.244686;49000.0
7002;7158.0;392.0;W;8000.0;7.0;6.0;2.0;0.7;0.06;0.44;0.08;0.14;0.02;3.115;44.742;0.86;52.244686;56000.0
7003;7159.0;392.0;W;9000.0;7.0;6.0;2.0;0.88;0.08;0.55;0.08;0.14;0.02;3.916;59.656;0.86;52.244686;63000.0
7004;7006.0;386.0;SF;20000.0;7.0;5.5;2.0;4.26;1.25;3.95;0.12;0.14;0.02;18.957;932.125;0.79;34.829792;140000.0
7005;7160.0;392.0;W;10000.0;7.0;6.0;2.0;1.09;0.11;0.67;0.08;0.14;0.02;4.8505;82.027;0.86;52.244686;70000.0
7006;7161.0;392.0;W;11000.0;7.0;6.0;2.0;1.32;0.14;0.79;0.08;0.14;0.02;5.874;104.398;0.86;52.244686;77000.0
7007;7162.0;392.0;W;12000.0;7.0;6.0;2.0;1.57;0.18;0.92;0.08;0.14;0.02;6.9865;134.226;0.86;52.244686;84000.0
7008;7163.0;392.0;W;13000.0;7.0;6.0;2.0;1.84;0.22;1.07;0.07;0.14;0.02;8.188;164.054;0.86;59.708214;91000.0
7009;7164.0;392.0;W;13999.0;7.0;6.0;2.0;2.14;0.28;1.24;0.07;0.14;0.02;9.523;208.796;0.86;59.708214;97993.0
7010;7165.0;392.0;W;15000.0;7.0;6.0;2.0;2.48;0.41;1.71;0.09;0.14;0.02;11.036;305.737;0.86;46.43972;105000.0
7011;7166.0;392.0;W;16000.0;7.0;6.0;2.0;2.85;0.58;2.27;0.1;0.15;0.02;12.6825;432.506;0.86;46.352905;112000.0
7012;7167.0;392.0;W;17000.0;7.0;6.0;2.0;3.25;0.79;2.92;0.12;0.15;0.02;14.4625;589.103;0.86;38.62742;119000.0
7013;7168.0;392.0;W;18000.0;7.0;6.0;2.0;3.69;1.06;3.7;0.13;0.15;0.02;16.4205;790.442;0.86;35.65608;126000.0
7014;7169.0;392.0;W;19000.0;7.0;6.0;2.0;4.15;1.38;4.6;0.15;0.15;0.02;18.4675;1029.066;0.86;30.901936;133000.0
7015;7182.0;393.0;;1000.0;7.0;7.0;2.0;0.01;0.01;0.01;0.07;0.12;0.02;0.0445;7.457;1.0;47.382053;7000.0
7016;7183.0;393.0;;2000.0;7.0;7.0;2.0;0.04;0.01;0.02;0.07;0.12;0.02;0.178;7.457;1.0;47.382053;14000.0
7017;7184.0;393.0;;3000.0;7.0;7.0;2.0;0.08;0.01;0.05;0.07;0.12;0.02;0.356;7.457;1.0;47.382053;21000.0
7018;7185.0;393.0;;4000.0;7.0;7.0;2.0;0.14;0.01;0.09;0.07;0.12;0.02;0.623;7.457;1.0;47.382053;28000.0
7019;7186.0;393.0;;5000.0;7.0;7.0;2.0;0.23;0.01;0.15;0.07;0.12;0.02;1.0235;7.457;1.0;47.382053;35000.0
7020;7187.0;393.0;;6000.0;7.0;7.0;2.0;0.33;0.02;0.22;0.07;0.12;0.02;1.4685;14.914;1.0;47.382053;42000.0
7021;7188.0;393.0;;7000.0;7.0;7.0;2.0;0.44;0.03;0.29;0.07;0.12;0.02;1.958;22.371;1.0;47.382053;49000.0
7022;7189.0;393.0;;8000.0;7.0;7.0;2.0;0.58;0.05;0.38;0.07;0.12;0.02;2.581;37.285;1.0;47.382053;56000.0
7023;7190.0;393.0;;9000.0;7.0;7.0;2.0;0.74;0.07;0.49;0.07;0.12;0.02;3.293;52.199;1.0;47.382053;63000.0
7024;7026.0;387.0;;20000.0;7.0;6.0;2.0;3.67;1.12;3.54;0.1;0.12;0.02;16.3315;835.184;0.86;33.16744;140000.0
