;LINE;COMP;TYPE;RPM;DIAMETER(IN);PITCH(IN);BLADE(nb);THRUST(LBF);POWER(HP);TORQUE(IN.LBF);Cp;Ct;AREA(m^2);THRUST(N);POWER(W);ANGLE;EFF;N.D
7025;7027.0;387.0;;21000.0;7.0;6.0;2.0;4.1;1.51;4.53;0.12;0.12;0.02;18.245;1126.007;0.86;27.639532;147000.0
7026;7028.0;387.0;;22000.0;7.0;6.0;2.0;4.56;1.98;5.68;0.14;0.12;0.02;20.292;1476.486;0.86;23.691027;154000.0
7027;7029.0;387.0;;23000.0;7.0;6.0;2.0;5.04;2.57;7.05;0.16;0.12;0.02;22.428;1916.449;0.86;20.729649;161000.0
7028;7030.0;387.0;;24000.0;7.0;6.0;2.0;5.57;3.34;8.77;0.18;0.13;0.02;24.7865;2490.638;0.86;20.776987;168000.0
7029;7031.0;387.0;;25000.0;7.0;6.0;2.0;6.18;4.74;11.95;0.22;0.13;0.02;27.501;3534.618;0.86;16.999353;175000.0
7030;7032.0;387.0;;26000.0;7.0;6.0;2.0;6.83;6.34;15.36;0.27;0.13;0.02;30.3935;4727.738;0.86;13.851325;182000.0
7031;7033.0;387.0;;26999.0;7.0;6.0;2.0;7.57;8.56;19.97;0.32;0.14;0.02;33.6865;6383.192;0.86;13.061172;188993.0
7032;7034.0;387.0;;28000.0;7.0;6.0;2.0;8.14;8.98;20.22;0.3;0.14;0.02;36.223;6696.386;0.86;13.931916;196000.0
7033;7035.0;387.0;;29000.0;7.0;6.0;2.0;9.03;12.27;26.66;0.37;0.14;0.02;40.1835;9149.739;0.86;11.296148;203000.0
7034;7191.0;393.0;;10000.0;7.0;7.0;2.0;0.91;0.09;0.6;0.07;0.12;0.02;4.0495;67.113;1.0;47.382053;70000.0
7035;7192.0;393.0;;11000.0;7.0;7.0;2.0;1.1;0.12;0.7;0.07;0.12;0.02;4.895;89.484;1.0;47.382053;77000.0
7036;7193.0;393.0;;12000.0;7.0;7.0;2.0;1.3;0.15;0.81;0.07;0.12;0.02;5.785;111.855;1.0;47.382053;84000.0
7037;7194.0;393.0;;13000.0;7.0;7.0;2.0;1.53;0.19;0.93;0.06;0.12;0.02;6.8085;141.683;1.0;55.279064;91000.0
7038;7195.0;393.0;;13999.0;7.0;7.0;2.0;1.77;0.23;1.05;0.06;0.12;0.02;7.8765;171.511;1.0;55.279064;97993.0
7039;7196.0;393.0;;15000.0;7.0;7.0;2.0;2.03;0.28;1.17;0.06;0.12;0.02;9.0335;208.796;1.0;55.279064;105000.0
7040;7197.0;393.0;;16000.0;7.0;7.0;2.0;2.3;0.33;1.3;0.06;0.12;0.02;10.235;246.081;1.0;55.279064;112000.0
7041;7198.0;393.0;;17000.0;7.0;7.0;2.0;2.62;0.47;1.74;0.07;0.12;0.02;11.659;350.479;1.0;47.382053;119000.0
7042;7199.0;393.0;;18000.0;7.0;7.0;2.0;2.99;0.71;2.5;0.09;0.12;0.02;13.3055;529.447;1.0;36.85271;126000.0
7043;7200.0;393.0;;19000.0;7.0;7.0;2.0;3.38;1.02;3.39;0.11;0.12;0.02;15.041;760.614;1.0;30.152216;133000.0
7044;7211.0;394.0;;1000.0;7.0;8.0;2.0;0.01;0.01;0.01;0.08;0.12;0.02;0.0445;7.457;1.14;41.459297;7000.0
7045;7212.0;394.0;;2000.0;7.0;8.0;2.0;0.04;0.01;0.03;0.08;0.12;0.02;0.178;7.457;1.14;41.459297;14000.0
7046;7213.0;394.0;;3000.0;7.0;8.0;2.0;0.08;0.01;0.06;0.08;0.12;0.02;0.356;7.457;1.14;41.459297;21000.0
7047;7214.0;394.0;;4000.0;7.0;8.0;2.0;0.14;0.01;0.11;0.08;0.12;0.02;0.623;7.457;1.14;41.459297;28000.0
7048;7215.0;394.0;;5000.0;7.0;8.0;2.0;0.23;0.01;0.17;0.08;0.12;0.02;1.0235;7.457;1.14;41.459297;35000.0
7049;7216.0;394.0;;6000.0;7.0;8.0;2.0;0.33;0.02;0.24;0.08;0.12;0.02;1.4685;14.914;1.14;41.459297;42000.0
7050;7217.0;394.0;;7000.0;7.0;8.0;2.0;0.44;0.04;0.33;0.08;0.12;0.02;1.958;29.828;1.14;41.459297;49000.0
7051;7218.0;394.0;;8000.0;7.0;8.0;2.0;0.58;0.06;0.44;0.08;0.12;0.02;2.581;44.742;1.14;41.459297;56000.0
7052;7054.0;388.0;D;20000.0;7.0;6.5;2.0;7.47;4.82;15.18;0.45;0.24;0.02;33.2415;3594.274;0.93;20.84704;140000.0
7053;7055.0;388.0;D;21000.0;7.0;6.5;2.0;8.25;5.61;16.84;0.45;0.24;0.02;36.7125;4183.377;0.93;20.84704;147000.0
7054;7056.0;388.0;D;22000.0;7.0;6.5;2.0;8.91;6.02;17.24;0.42;0.24;0.02;39.6495;4489.114;0.93;22.336115;154000.0
7055;7057.0;388.0;D;23000.0;7.0;6.5;2.0;9.6;6.39;17.51;0.39;0.24;0.02;42.72;4765.023;0.93;24.054277;161000.0
7056;7058.0;388.0;D;24000.0;7.0;6.5;2.0;10.29;6.7;17.59;0.36;0.23;0.02;45.7905;4996.19;0.93;24.44721;168000.0
7057;7059.0;388.0;D;25000.0;7.0;6.5;2.0;11.0;6.97;17.57;0.33;0.23;0.02;48.95;5197.529;0.93;26.669683;175000.0
7058;7060.0;388.0;D;26000.0;7.0;6.5;2.0;11.73;7.21;17.49;0.3;0.23;0.02;52.1985;5376.497;0.93;29.336653;182000.0
7059;7061.0;388.0;D;27000.0;7.0;6.5;2.0;12.55;7.78;18.16;0.29;0.23;0.02;55.8475;5801.546;0.93;30.34826;189000.0
7060;7062.0;388.0;D;28000.0;7.0;6.5;2.0;13.25;8.4;18.91;0.28;0.22;0.02;58.9625;6263.88;0.93;29.404652;196000.0
7061;7063.0;388.0;D;29000.0;7.0;6.5;2.0;13.7;6.53;14.2;0.2;0.21;0.02;60.965;4869.421;0.93;38.391846;203000.0
7062;7219.0;394.0;;9000.0;7.0;8.0;2.0;0.74;0.08;0.55;0.08;0.12;0.02;3.293;59.656;1.14;41.459297;63000.0
7063;9386.0;487.0;E;16000.0;9.0;7.5;2.0;7.83;3.88;15.3;0.2;0.15;0.04;34.8435;2893.316;0.83;20.539597;144000.0
7064;5311.0;334.0;E;33000.0;5.1;4.5;2.0;4.64;3.08;5.89;0.31;0.2;0.01;20.648;2296.756;0.88;20.40179;168300.0
7065;7220.0;394.0;;10000.0;7.0;8.0;2.0;0.91;0.11;0.68;0.08;0.12;0.02;4.0495;82.027;1.14;41.459297;70000.0
7066;2718.0;161.0;E;11000.0;14.0;8.5;2.0;14.92;6.43;36.83;0.11;0.1;0.1;66.394;4794.851;0.61;20.32789;154000.0
7067;2719.0;161.0;E;12000.0;14.0;8.5;2.0;17.72;8.28;43.49;0.11;0.1;0.1;78.854;6174.396;0.61;20.32789;168000.0
7068;2720.0;161.0;E;13000.0;14.0;8.5;2.0;20.66;10.18;49.37;0.11;0.1;0.1;91.937;7591.226;0.61;20.32789;182000.0
7069;2721.0;161.0;E;13999.0;14.0;8.5;2.0;23.84;13.14;59.14;0.11;0.1;0.1;106.088;9798.498;0.61;20.32789;195986.0
7070;2836.0;170.0;E;12000.0;15.0;10.0;2.0;23.64;11.19;58.79;0.11;0.1;0.11;105.198;8344.383;0.67;20.32789;180000.0
7071;3215.0;198.0;E;9000.0;16.0;10.0;2.0;17.39;6.84;47.87;0.11;0.1;0.13;77.3855;5100.588;0.63;20.32789;144000.0
7072;3553.0;224.0;E;9000.0;17.0;12.0;2.0;21.52;8.84;61.93;0.11;0.1;0.15;95.764;6591.988;0.71;20.32789;153000.0
7073;7221.0;394.0;;11000.0;7.0;8.0;2.0;1.1;0.14;0.79;0.08;0.12;0.02;4.895;104.398;1.14;41.459297;77000.0
7074;7222.0;394.0;;12000.0;7.0;8.0;2.0;1.3;0.17;0.91;0.07;0.12;0.02;5.785;126.769;1.14;47.382053;84000.0
7075;7223.0;394.0;;13000.0;7.0;8.0;2.0;1.52;0.21;1.03;0.07;0.12;0.02;6.764;156.597;1.14;47.382053;91000.0
7076;7224.0;394.0;;13999.0;7.0;8.0;2.0;1.77;0.26;1.16;0.07;0.12;0.02;7.8765;193.882;1.14;47.382053;97993.0
7077;2238.0;127.0;E;13000.0;13.0;8.0;2.0;16.61;8.07;39.11;0.13;0.11;0.09;73.9145;6017.799;0.62;19.844067;169000.0
7078;2240.0;127.0;E;15000.0;13.0;8.0;2.0;21.85;12.74;53.53;0.13;0.11;0.09;97.2325;9500.218;0.62;19.844067;195000.0
7079;5796.0;347.0;E;39000.0;5.0;4.0;3.0;9.47;9.3;15.02;0.62;0.31;0.01;42.1415;6935.01;0.8;19.68502;195000.0
7080;933.0;47.0;E;16000.0;11.0;7.0;2.0;14.48;7.95;31.33;0.15;0.12;0.06;64.436;5928.315;0.64;19.595919;176000.0
7081;7087.0;389.0;E;24000.0;7.0;6.0;2.0;6.56;3.97;10.43;0.21;0.15;0.02;29.192;2960.429;0.86;19.56152;168000.0
7082;333.0;16.0;E;20000.0;10.0;6.0;2.0;16.11;10.65;33.56;0.17;0.13;0.05;71.6895;7941.705;0.6;19.49625;200000.0
7083;5055.0;327.0;E;43000.0;4.75;4.75;2.0;3.81;2.56;3.74;0.17;0.13;0.01;16.9545;1908.992;1.0;19.49625;204250.0
7084;5168.0;330.0;E;44000.0;4.7;4.2;2.0;4.07;2.77;3.96;0.17;0.13;0.01;18.1115;2065.589;0.89;19.49625;206800.0
7085;5343.0;335.0;E;37000.0;5.25;4.75;2.0;4.26;2.78;4.73;0.17;0.13;0.01;18.957;2073.046;0.9;19.49625;194250.0
7086;5344.0;335.0;E;38000.0;5.25;4.75;2.0;4.52;3.07;5.1;0.17;0.13;0.01;20.114;2289.299;0.9;19.49625;199500.0
7087;5672.0;344.0;E;38000.0;5.0;4.3;2.0;5.99;4.89;8.11;0.35;0.21;0.01;26.6555;3646.473;0.86;19.442223;190000.0
7088;5753.0;346.0;E;37000.0;5.0;4.6;2.0;6.13;4.79;8.15;0.38;0.22;0.01;27.2785;3571.903;0.92;19.201511;185000.0
7089;5712.0;345.0;E;37000.0;5.0;4.5;2.0;5.57;4.19;7.13;0.33;0.2;0.01;24.7865;3124.483;0.9;19.16532;185000.0
7090;6873.0;381.0;E;30000.0;7.0;4.0;2.0;10.17;8.0;16.8;0.22;0.15;0.02;45.2565;5965.6;0.57;18.67236;210000.0
7091;7225.0;394.0;;15000.0;7.0;8.0;2.0;2.02;0.31;1.29;0.07;0.12;0.02;8.989;231.167;1.14;47.382053;105000.0
7092;7226.0;394.0;;16000.0;7.0;8.0;2.0;2.3;0.36;1.42;0.07;0.12;0.02;10.235;268.452;1.14;47.382053;112000.0
7093;7227.0;394.0;;17000.0;7.0;8.0;2.0;2.63;0.54;1.99;0.08;0.12;0.02;11.7035;402.678;1.14;41.459297;119000.0
7094;7228.0;394.0;;18000.0;7.0;8.0;2.0;3.01;0.86;3.01;0.11;0.12;0.02;13.3945;641.302;1.14;30.152216;126000.0
7095;7229.0;394.0;;19000.0;7.0;8.0;2.0;3.42;1.27;4.22;0.14;0.12;0.02;15.219;947.039;1.14;23.691027;133000.0
7096;7235.0;395.0;;1000.0;7.0;9.0;2.0;0.01;0.01;0.01;0.08;0.12;0.02;0.0445;7.457;1.29;41.459297;7000.0
7097;7236.0;395.0;;2000.0;7.0;9.0;2.0;0.04;0.01;0.03;0.08;0.12;0.02;0.178;7.457;1.29;41.459297;14000.0
7098;7237.0;395.0;;3000.0;7.0;9.0;2.0;0.08;0.01;0.06;0.08;0.12;0.02;0.356;7.457;1.29;41.459297;21000.0
7099;7238.0;395.0;;4000.0;7.0;9.0;2.0;0.14;0.01;0.11;0.08;0.12;0.02;0.623;7.457;1.29;41.459297;28000.0
7100;7239.0;395.0;;5000.0;7.0;9.0;2.0;0.23;0.01;0.17;0.08;0.12;0.02;1.0235;7.457;1.29;41.459297;35000.0
7101;7240.0;395.0;;6000.0;7.0;9.0;2.0;0.33;0.02;0.25;0.08;0.12;0.02;1.4685;14.914;1.29;41.459297;42000.0
7102;7241.0;395.0;;7000.0;7.0;9.0;2.0;0.44;0.04;0.34;0.08;0.12;0.02;1.958;29.828;1.29;41.459297;49000.0
7103;7242.0;395.0;;8000.0;7.0;9.0;2.0;0.58;0.06;0.45;0.08;0.12;0.02;2.581;44.742;1.29;41.459297;56000.0
7104;7243.0;395.0;;9000.0;7.0;9.0;2.0;0.74;0.08;0.57;0.08;0.12;0.02;3.293;59.656;1.29;41.459297;63000.0
7105;7244.0;395.0;;10000.0;7.0;9.0;2.0;0.91;0.11;0.7;0.08;0.12;0.02;4.0495;82.027;1.29;41.459297;70000.0
7106;7245.0;395.0;;11000.0;7.0;9.0;2.0;1.09;0.14;0.81;0.08;0.12;0.02;4.8505;104.398;1.29;41.459297;77000.0
7107;7246.0;395.0;;12000.0;7.0;9.0;2.0;1.3;0.18;0.94;0.08;0.12;0.02;5.785;134.226;1.29;41.459297;84000.0
7108;7247.0;395.0;;13000.0;7.0;9.0;2.0;1.52;0.22;1.06;0.07;0.12;0.02;6.764;164.054;1.29;47.382053;91000.0
7109;7248.0;395.0;;13999.0;7.0;9.0;2.0;1.76;0.26;1.19;0.07;0.12;0.02;7.832;193.882;1.29;47.382053;97993.0
7110;7112.0;390.0;F;20000.0;7.0;6.0;2.0;2.84;0.54;1.71;0.05;0.09;0.02;12.638;402.678;0.86;43.085766;140000.0
7111;7113.0;390.0;F;21000.0;7.0;6.0;2.0;3.16;0.77;2.31;0.06;0.09;0.02;14.062;574.189;0.86;35.904804;147000.0
7112;7114.0;390.0;F;22000.0;7.0;6.0;2.0;3.49;1.05;3.01;0.07;0.09;0.02;15.5305;782.985;0.86;30.775547;154000.0
7113;7115.0;390.0;F;23000.0;7.0;6.0;2.0;3.86;1.4;3.84;0.09;0.1;0.02;17.177;1043.98;0.86;28.034805;161000.0
7114;7116.0;390.0;F;24000.0;7.0;6.0;2.0;4.24;1.84;4.82;0.1;0.1;0.02;18.868;1372.088;0.86;25.231325;168000.0
7115;7117.0;390.0;F;25000.0;7.0;6.0;2.0;4.65;2.39;6.02;0.11;0.1;0.02;20.6925;1782.223;0.86;22.937569;175000.0
7116;7118.0;390.0;F;26000.0;7.0;6.0;2.0;5.09;3.13;7.59;0.13;0.1;0.02;22.6505;2334.041;0.86;19.408712;182000.0
7117;7119.0;390.0;F;27000.0;7.0;6.0;2.0;5.6;4.47;10.43;0.17;0.1;0.02;24.92;3333.279;0.86;14.841956;189000.0
7118;7120.0;390.0;F;28000.0;7.0;6.0;2.0;6.31;7.69;17.32;0.26;0.11;0.02;28.0795;5734.433;0.86;11.195816;196000.0
7119;7121.0;390.0;F;29000.0;7.0;6.0;2.0;6.7;7.47;16.25;0.23;0.1;0.02;29.815;5570.379;0.86;10.970141;203000.0
7120;7122.0;390.0;F;30000.0;7.0;6.0;2.0;7.21;8.18;17.17;0.22;0.1;0.02;32.0845;6099.826;0.86;11.468784;210000.0
7121;7123.0;390.0;F;31000.0;7.0;6.0;2.0;7.82;9.85;20.02;0.24;0.11;0.02;34.799;7345.145;0.86;12.1288;217000.0
7122;7124.0;390.0;F;32000.0;7.0;6.0;2.0;8.61;12.76;25.13;0.29;0.11;0.02;38.3145;9515.132;0.86;10.037628;224000.0
7123;7125.0;390.0;F;33000.0;7.0;6.0;2.0;9.42;14.69;28.05;0.3;0.11;0.02;41.919;10954.333;0.86;9.70304;231000.0
7124;7249.0;395.0;;15000.0;7.0;9.0;2.0;2.02;0.31;1.32;0.07;0.12;0.02;8.989;231.167;1.29;47.382053;105000.0
7125;7250.0;395.0;;16000.0;7.0;9.0;2.0;2.29;0.37;1.46;0.07;0.12;0.02;10.1905;275.909;1.29;47.382053;112000.0
7126;7251.0;395.0;;17000.0;7.0;9.0;2.0;2.62;0.55;2.05;0.08;0.12;0.02;11.659;410.135;1.29;41.459297;119000.0
7127;7252.0;395.0;;18000.0;7.0;9.0;2.0;3.01;0.89;3.13;0.11;0.12;0.02;13.3945;663.673;1.29;30.152216;126000.0
7128;7253.0;395.0;;19000.0;7.0;9.0;2.0;3.42;1.33;4.41;0.14;0.12;0.02;15.219;991.781;1.29;23.691027;133000.0
7129;7256.0;396.0;;1000.0;8.5;5.5;2.0;0.02;0.01;0.01;0.04;0.09;0.04;0.089;7.457;0.65;53.85721;8500.0
7130;7257.0;396.0;;2000.0;8.5;5.5;2.0;0.06;0.01;0.04;0.04;0.09;0.04;0.267;7.457;0.65;53.85721;17000.0
7131;7258.0;396.0;;3000.0;8.5;5.5;2.0;0.13;0.01;0.08;0.04;0.09;0.04;0.5785;7.457;0.65;53.85721;25500.0
7132;7259.0;396.0;;4000.0;8.5;5.5;2.0;0.24;0.01;0.14;0.04;0.09;0.04;1.068;7.457;0.65;53.85721;34000.0
7133;7260.0;396.0;;5000.0;8.5;5.5;2.0;0.37;0.02;0.22;0.04;0.09;0.04;1.6465;14.914;0.65;53.85721;42500.0
7134;7261.0;396.0;;6000.0;8.5;5.5;2.0;0.54;0.03;0.32;0.04;0.09;0.04;2.403;22.371;0.65;53.85721;51000.0
7135;7262.0;396.0;;7000.0;8.5;5.5;2.0;0.73;0.05;0.44;0.04;0.09;0.04;3.2485;37.285;0.65;53.85721;59500.0
7136;7263.0;396.0;;8000.0;8.5;5.5;2.0;0.96;0.07;0.58;0.04;0.09;0.04;4.272;52.199;0.65;53.85721;68000.0
7137;7264.0;396.0;;9000.0;8.5;5.5;2.0;1.21;0.1;0.74;0.04;0.09;0.04;5.3845;74.57;0.65;53.85721;76500.0
7138;7265.0;396.0;;10000.0;8.5;5.5;2.0;1.5;0.14;0.9;0.04;0.09;0.04;6.675;104.398;0.65;53.85721;85000.0
7139;7266.0;396.0;;11000.0;8.5;5.5;2.0;1.82;0.19;1.06;0.04;0.09;0.04;8.099;141.683;0.65;53.85721;93500.0
7140;7267.0;396.0;;12000.0;8.5;5.5;2.0;2.16;0.23;1.24;0.04;0.09;0.04;9.612;171.511;0.65;53.85721;102000.0
7141;7268.0;396.0;;13000.0;8.5;5.5;2.0;2.54;0.29;1.42;0.04;0.09;0.04;11.303;216.253;0.65;53.85721;110500.0
7142;7144.0;391.0;SF;20000.0;7.0;6.0;2.0;4.33;1.65;5.2;0.15;0.14;0.02;19.2685;1230.405;0.86;27.863832;140000.0
7143;7145.0;391.0;SF;21000.0;7.0;6.0;2.0;4.83;2.15;6.46;0.17;0.14;0.02;21.4935;1603.255;0.86;24.585735;147000.0
7144;7146.0;391.0;SF;22000.0;7.0;6.0;2.0;5.38;2.78;7.98;0.19;0.15;0.02;23.941;2073.046;0.86;24.396265;154000.0
7145;7147.0;391.0;SF;23000.0;7.0;6.0;2.0;5.96;3.55;9.72;0.22;0.15;0.02;26.522;2647.235;0.86;21.069502;161000.0
7146;7148.0;391.0;SF;24000.0;7.0;6.0;2.0;6.59;4.51;11.85;0.24;0.15;0.02;29.3255;3363.107;0.86;19.31371;168000.0
7147;7149.0;391.0;SF;25000.0;7.0;6.0;2.0;7.33;6.16;15.53;0.29;0.15;0.02;32.6185;4593.512;0.86;15.98376;175000.0
7148;7150.0;391.0;SF;26999.0;7.0;6.0;2.0;8.81;9.31;21.72;0.35;0.16;0.02;39.2045;6942.467;0.86;14.58989;188993.0
7149;7269.0;396.0;;13999.0;8.5;5.5;2.0;2.94;0.36;1.62;0.04;0.09;0.04;13.083;268.452;0.65;53.85721;118991.5
7150;7270.0;396.0;;15000.0;8.5;5.5;2.0;3.38;0.44;1.83;0.04;0.09;0.04;15.041;328.108;0.65;53.85721;127500.0
7151;7271.0;396.0;;16000.0;8.5;5.5;2.0;3.86;0.57;2.24;0.04;0.09;0.04;17.177;425.049;0.65;53.85721;136000.0
7152;7283.0;397.0;;1000.0;8.5;7.0;2.0;0.02;0.01;0.01;0.05;0.09;0.04;0.089;7.457;0.82;43.085766;8500.0
7153;7284.0;397.0;;2000.0;8.5;7.0;2.0;0.06;0.01;0.04;0.05;0.09;0.04;0.267;7.457;0.82;43.085766;17000.0
7154;7285.0;397.0;;3000.0;8.5;7.0;2.0;0.14;0.01;0.09;0.05;0.09;0.04;0.623;7.457;0.82;43.085766;25500.0
7155;7286.0;397.0;;4000.0;8.5;7.0;2.0;0.24;0.01;0.17;0.05;0.09;0.04;1.068;7.457;0.82;43.085766;34000.0
7156;7287.0;397.0;;5000.0;8.5;7.0;2.0;0.38;0.02;0.26;0.05;0.09;0.04;1.691;14.914;0.82;43.085766;42500.0
7157;7288.0;397.0;;6000.0;8.5;7.0;2.0;0.55;0.04;0.38;0.05;0.09;0.04;2.4475;29.828;0.82;43.085766;51000.0
7158;7289.0;397.0;;7000.0;8.5;7.0;2.0;0.75;0.06;0.52;0.05;0.09;0.04;3.3375;44.742;0.82;43.085766;59500.0
7159;7290.0;397.0;;8000.0;8.5;7.0;2.0;0.98;0.09;0.68;0.05;0.09;0.04;4.361;67.113;0.82;43.085766;68000.0
7160;7291.0;397.0;;9000.0;8.5;7.0;2.0;1.24;0.12;0.87;0.05;0.09;0.04;5.518;89.484;0.82;43.085766;76500.0
7161;7292.0;397.0;;10000.0;8.5;7.0;2.0;1.52;0.17;1.05;0.05;0.09;0.04;6.764;126.769;0.82;43.085766;85000.0
7162;7293.0;397.0;;11000.0;8.5;7.0;2.0;1.84;0.22;1.23;0.05;0.09;0.04;8.188;164.054;0.82;43.085766;93500.0
7163;7294.0;397.0;;12000.0;8.5;7.0;2.0;2.19;0.27;1.43;0.04;0.09;0.04;9.7455;201.339;0.82;53.85721;102000.0
7164;7295.0;397.0;;13000.0;8.5;7.0;2.0;2.57;0.34;1.63;0.04;0.09;0.04;11.4365;253.538;0.82;53.85721;110500.0
7165;7296.0;397.0;;13999.0;8.5;7.0;2.0;2.98;0.41;1.84;0.04;0.09;0.04;13.261;305.737;0.82;53.85721;118991.5
7166;7297.0;397.0;;15000.0;8.5;7.0;2.0;3.42;0.49;2.06;0.04;0.09;0.04;15.219;365.393;0.82;53.85721;127500.0
7167;7298.0;397.0;;16000.0;8.5;7.0;2.0;3.91;0.66;2.6;0.05;0.09;0.04;17.3995;492.162;0.82;43.085766;136000.0
7168;7170.0;392.0;W;20000.0;7.0;6.0;2.0;4.64;1.78;5.62;0.16;0.15;0.02;20.648;1327.346;0.86;28.970566;140000.0
7169;7171.0;392.0;W;21000.0;7.0;6.0;2.0;5.17;2.27;6.82;0.18;0.15;0.02;23.0065;1692.739;0.86;25.751614;147000.0
7170;7172.0;392.0;W;22000.0;7.0;6.0;2.0;5.73;2.87;8.22;0.2;0.15;0.02;25.4985;2140.159;0.86;23.176453;154000.0
7171;7173.0;392.0;W;23000.0;7.0;6.0;2.0;6.34;3.6;9.86;0.22;0.16;0.02;28.213;2684.52;0.86;23.211187;161000.0
7172;7174.0;392.0;W;24000.0;7.0;6.0;2.0;6.98;4.48;11.77;0.24;0.16;0.02;31.061;3340.736;0.86;21.276922;168000.0
7173;7175.0;392.0;W;25000.0;7.0;6.0;2.0;7.67;5.59;14.1;0.26;0.16;0.02;34.1315;4168.463;0.86;19.640236;175000.0
7174;7176.0;392.0;W;26000.0;7.0;6.0;2.0;8.45;7.32;17.75;0.31;0.16;0.02;37.6025;5458.524;0.86;16.472456;182000.0
7175;7177.0;392.0;W;26999.0;7.0;6.0;2.0;9.53;11.16;26.06;0.42;0.17;0.02;42.4085;8322.012;0.86;13.315704;188993.0
7176;7178.0;392.0;W;30000.0;7.0;6.0;2.0;11.6;14.01;29.43;0.38;0.17;0.02;51.62;10447.257;0.86;14.717358;210000.0
7177;7179.0;392.0;W;31000.0;7.0;6.0;2.0;12.49;16.17;32.87;0.4;0.17;0.02;55.5805;12057.969;0.86;13.98149;217000.0
7178;7180.0;392.0;W;32000.0;7.0;6.0;2.0;12.49;11.47;22.59;0.26;0.16;0.02;55.5805;8553.179;0.86;19.640236;224000.0
7179;7181.0;392.0;W;34000.0;7.0;6.0;2.0;14.45;16.28;30.17;0.31;0.16;0.02;64.3025;12139.996;0.86;16.472456;238000.0
7180;7309.0;398.0;;1000.0;8.5;7.25;2.0;0.02;0.01;0.01;0.05;0.09;0.04;0.089;7.457;0.85;43.085766;8500.0
7181;7310.0;398.0;;2000.0;8.5;7.25;2.0;0.06;0.01;0.04;0.05;0.09;0.04;0.267;7.457;0.85;43.085766;17000.0
7182;7311.0;398.0;;3000.0;8.5;7.25;2.0;0.14;0.01;0.1;0.05;0.09;0.04;0.623;7.457;0.85;43.085766;25500.0
7183;7312.0;398.0;;4000.0;8.5;7.25;2.0;0.24;0.01;0.17;0.05;0.09;0.04;1.068;7.457;0.85;43.085766;34000.0
7184;7313.0;398.0;;5000.0;8.5;7.25;2.0;0.38;0.02;0.27;0.05;0.09;0.04;1.691;14.914;0.85;43.085766;42500.0
7185;7314.0;398.0;;6000.0;8.5;7.25;2.0;0.55;0.04;0.39;0.05;0.09;0.04;2.4475;29.828;0.85;43.085766;51000.0
7186;7315.0;398.0;;7000.0;8.5;7.25;2.0;0.75;0.06;0.54;0.05;0.09;0.04;3.3375;44.742;0.85;43.085766;59500.0
7187;7316.0;398.0;;8000.0;8.5;7.25;2.0;0.98;0.09;0.7;0.05;0.09;0.04;4.361;67.113;0.85;43.085766;68000.0
7188;7317.0;398.0;;9000.0;8.5;7.25;2.0;1.24;0.13;0.89;0.05;0.09;0.04;5.518;96.941;0.85;43.085766;76500.0
7189;7318.0;398.0;;10000.0;8.5;7.25;2.0;1.53;0.17;1.08;0.05;0.09;0.04;6.8085;126.769;0.85;43.085766;85000.0
7190;7319.0;398.0;;11000.0;8.5;7.25;2.0;1.85;0.22;1.26;0.05;0.09;0.04;8.2325;164.054;0.85;43.085766;93500.0
7191;7320.0;398.0;;12000.0;8.5;7.25;2.0;2.19;0.28;1.46;0.05;0.09;0.04;9.7455;208.796;0.85;43.085766;102000.0
7192;7321.0;398.0;;13000.0;8.5;7.25;2.0;2.58;0.34;1.66;0.04;0.09;0.04;11.481;253.538;0.85;53.85721;110500.0
7193;7322.0;398.0;;13999.0;8.5;7.25;2.0;2.98;0.42;1.88;0.04;0.09;0.04;13.261;313.194;0.85;53.85721;118991.5
7194;7323.0;398.0;;15000.0;8.5;7.25;2.0;3.42;0.5;2.1;0.04;0.09;0.04;15.219;372.85;0.85;53.85721;127500.0
7195;7324.0;398.0;;16000.0;8.5;7.25;2.0;3.91;0.67;2.66;0.05;0.09;0.04;17.3995;499.619;0.85;43.085766;136000.0
7196;7335.0;399.0;;1000.0;8.5;7.5;2.0;0.02;0.01;0.01;0.05;0.09;0.04;0.089;7.457;0.88;43.085766;8500.0
7197;7336.0;399.0;;2000.0;8.5;7.5;2.0;0.06;0.01;0.04;0.05;0.09;0.04;0.267;7.457;0.88;43.085766;17000.0
7198;7337.0;399.0;;3000.0;8.5;7.5;2.0;0.14;0.01;0.1;0.05;0.09;0.04;0.623;7.457;0.88;43.085766;25500.0
7199;7201.0;393.0;;20000.0;7.0;7.0;2.0;3.8;1.41;4.45;0.13;0.12;0.02;16.91;1051.437;1.0;25.513414;140000.0
7200;7202.0;393.0;;21000.0;7.0;7.0;2.0;4.25;1.89;5.66;0.15;0.13;0.02;18.9125;1409.373;1.0;24.932384;147000.0
7201;7203.0;393.0;;22000.0;7.0;7.0;2.0;4.73;2.47;7.08;0.17;0.13;0.02;21.0485;1841.879;1.0;21.999163;154000.0
7202;7204.0;393.0;;23000.0;7.0;7.0;2.0;5.25;3.19;8.75;0.19;0.13;0.02;23.3625;2378.783;1.0;19.683462;161000.0
7203;7205.0;393.0;;24000.0;7.0;7.0;2.0;5.8;4.11;10.81;0.22;0.13;0.02;25.81;3064.827;1.0;16.999353;168000.0
