LINE;COMP;TYPE;RPM;DIAMETER(IN);PITCH(IN);BLADE(nb);THRUST(LBF);POWER(HP);TORQUE(IN.LBF);Cp;Ct;AREA(m^2);THRUST(N);POWER(W);ANGLE;EFF;N.D
7626;411;NN;5000;8.75;8;2;0.4;0.03;0.31;0.05;0.09;0.04;1.78;22.371;0.91;43.08576628;43750
7627;411;NN;6000;8.75;8;2;0.58;0.04;0.46;0.05;0.09;0.04;2.581;29.828;0.91;43.08576628;52500
7628;411;NN;7000;8.75;8;2;0.79;0.07;0.62;0.05;0.09;0.04;3.5155;52.199;0.91;43.08576628;61250
7629;411;NN;8000;8.75;8;2;1.03;0.1;0.81;0.05;0.09;0.04;4.5835;74.57;0.91;43.08576628;70000
7630;411;NN;9000;8.75;8;2;1.31;0.15;1.04;0.05;0.09;0.04;5.8295;111.855;0.91;43.08576628;78750
7631;411;NN;10000;8.75;8;2;1.61;0.2;1.26;0.05;0.09;0.04;7.1645;149.14;0.91;43.08576628;87500
7632;411;NN;11000;8.75;8;2;1.95;0.26;1.47;0.05;0.09;0.04;8.6775;193.882;0.91;43.08576628;96250
7633;411;NN;12000;8.75;8;2;2.32;0.32;1.68;0.05;0.09;0.04;10.324;238.624;0.91;43.08576628;105000
7634;411;NN;13000;8.75;8;2;2.71;0.4;1.92;0.04;0.09;0.04;12.0595;298.28;0.91;53.85720785;113750
7635;411;NN;13999;8.75;8;2;3.14;0.48;2.15;0.04;0.09;0.04;13.973;357.936;0.91;53.85720785;122491.25
7493;405;NN;16000;8.75;7.5;2;4.09;0.69;2.72;0.04;0.09;0.04;18.2005;514.533;0.86;53.85720785;140000
7494;405;NN;17000;8.75;7.5;2;4.69;1.21;4.47;0.06;0.09;0.04;20.8705;902.297;0.86;35.90480524;148750
7495;405;NN;18000;8.75;7.5;2;5.35;1.89;6.61;0.08;0.09;0.04;23.8075;1409.373;0.86;26.92860393;157500
7496;405;NN;19000;8.75;7.5;2;6.06;2.79;9.24;0.1;0.09;0.04;26.967;2080.503;0.86;21.54288314;166250
7497;405;NN;20000;8.75;7.5;2;6.84;4.05;12.75;0.12;0.09;0.04;30.438;3020.085;0.86;17.95240262;175000
7498;405;NN;21000;8.75;7.5;2;7.74;6.39;19.17;0.17;0.09;0.04;34.443;4765.023;0.86;12.6722842;183750
7499;405;NN;22000;8.75;7.5;2;8.96;11.79;33.76;0.27;0.1;0.04;39.872;8791.803;0.86;9.344935267;192500
7500;405;NN;23000;8.75;7.5;2;9.82;12.44;34.09;0.25;0.1;0.04;43.699;9276.508;0.86;10.09253009;201250
7501;405;NN;24000;8.75;7.5;2;10.5;11.5;30.2;0.2;0.1;0.04;46.725;8575.55;0.86;12.61566261;210000
7502;405;NN;25000;8.75;7.5;2;12.34;20.92;52.74;0.32;0.11;0.04;54.913;15600.044;0.86;9.096600268;218750
7503;405;NN;26000;8.75;7.5;2;12.45;14.38;34.85;0.2;0.1;0.04;55.4025;10723.166;0.86;12.61566261;227500
7636;411;NN;15000;8.75;8;2;3.61;0.57;2.4;0.04;0.09;0.04;16.0645;425.049;0.91;53.85720785;131250
7648;412;W;1000;8.75;8;2;0.02;0.01;0.01;0.05;0.09;0.04;0.089;7.457;0.91;43.08576628;8750
7649;412;W;2000;8.75;8;2;0.07;0.01;0.05;0.05;0.09;0.04;0.3115;7.457;0.91;43.08576628;17500
7650;412;W;3000;8.75;8;2;0.15;0.01;0.12;0.05;0.09;0.04;0.6675;7.457;0.91;43.08576628;26250
7651;412;W;4000;8.75;8;2;0.27;0.01;0.21;0.05;0.09;0.04;1.2015;7.457;0.91;43.08576628;35000
7652;412;W;5000;8.75;8;2;0.42;0.03;0.33;0.05;0.09;0.04;1.869;22.371;0.91;43.08576628;43750
7653;412;W;6000;8.75;8;2;0.61;0.05;0.48;0.05;0.09;0.04;2.7145;37.285;0.91;43.08576628;52500
7654;412;W;7000;8.75;8;2;0.82;0.07;0.65;0.05;0.09;0.04;3.649;52.199;0.91;43.08576628;61250
7655;412;W;8000;8.75;8;2;1.08;0.11;0.86;0.05;0.09;0.04;4.806;82.027;0.91;43.08576628;70000
7656;412;W;9000;8.75;8;2;1.36;0.16;1.09;0.05;0.09;0.04;6.052;119.312;0.91;43.08576628;78750
7657;412;W;10000;8.75;8;2;1.68;0.21;1.32;0.05;0.09;0.04;7.476;156.597;0.91;43.08576628;87500
7658;412;W;11000;8.75;8;2;2.03;0.27;1.54;0.05;0.09;0.04;9.0335;201.339;0.91;43.08576628;96250
7659;412;W;12000;8.75;8;2;2.41;0.34;1.77;0.05;0.09;0.04;10.7245;253.538;0.91;43.08576628;105000
7660;412;W;13000;8.75;8;2;2.83;0.41;2.01;0.05;0.09;0.04;12.5935;305.737;0.91;43.08576628;113750
7661;412;W;13999;8.75;8;2;3.28;0.5;2.27;0.04;0.09;0.04;14.596;372.85;0.91;53.85720785;122491.25
7519;406;W;16000;8.75;7.5;2;4.3;0.83;3.26;0.05;0.09;0.04;19.135;618.931;0.86;43.08576628;140000
7520;406;W;17000;8.75;7.5;2;4.93;1.37;5.08;0.07;0.09;0.04;21.9385;1021.609;0.86;30.77554735;148750
7521;406;W;18000;8.75;7.5;2;5.61;2.1;7.35;0.09;0.09;0.04;24.9645;1565.97;0.86;23.93653682;157500
7522;406;W;19000;8.75;7.5;2;6.36;3.1;10.3;0.11;0.09;0.04;28.302;2311.67;0.86;19.58443922;166250
7523;406;W;20000;8.75;7.5;2;7.22;4.93;15.55;0.15;0.1;0.04;32.129;3676.301;0.86;16.82088348;175000
7524;406;W;21000;8.75;7.5;2;8.23;8.03;24.11;0.21;0.1;0.04;36.6235;5987.971;0.86;12.01491677;183750
7525;406;W;22000;8.75;7.5;2;9.3;11.33;32.45;0.26;0.1;0.04;41.385;8448.781;0.86;9.704355854;192500
7662;412;W;15000;8.75;8;2;3.76;0.6;2.53;0.04;0.09;0.04;16.732;447.42;0.91;53.85720785;131250
7673;413;N;1000;8.75;8.25;2;0.02;0.01;0.01;0.05;0.09;0.04;0.089;7.457;0.94;43.08576628;8750
7674;413;N;2000;8.75;8.25;2;0.07;0.01;0.05;0.05;0.09;0.04;0.3115;7.457;0.94;43.08576628;17500
7675;413;N;3000;8.75;8.25;2;0.15;0.01;0.12;0.05;0.09;0.04;0.6675;7.457;0.94;43.08576628;26250
7676;413;N;4000;8.75;8.25;2;0.27;0.01;0.2;0.05;0.09;0.04;1.2015;7.457;0.94;43.08576628;35000
7677;413;N;5000;8.75;8.25;2;0.42;0.03;0.32;0.05;0.09;0.04;1.869;22.371;0.94;43.08576628;43750
7678;413;N;6000;8.75;8.25;2;0.61;0.04;0.46;0.05;0.09;0.04;2.7145;29.828;0.94;43.08576628;52500
7679;413;N;7000;8.75;8.25;2;0.83;0.07;0.63;0.05;0.09;0.04;3.6935;52.199;0.94;43.08576628;61250
7680;413;N;8000;8.75;8.25;2;1.08;0.1;0.83;0.05;0.09;0.04;4.806;74.57;0.94;43.08576628;70000
7681;413;N;9000;8.75;8.25;2;1.37;0.15;1.05;0.05;0.09;0.04;6.0965;111.855;0.94;43.08576628;78750
7682;413;N;10000;8.75;8.25;2;1.69;0.2;1.27;0.05;0.09;0.04;7.5205;149.14;0.94;43.08576628;87500
7683;413;N;11000;8.75;8.25;2;2.04;0.26;1.49;0.05;0.09;0.04;9.078;193.882;0.94;43.08576628;96250
7684;413;N;12000;8.75;8.25;2;2.43;0.33;1.72;0.05;0.09;0.04;10.8135;246.081;0.94;43.08576628;105000
7685;413;N;13000;8.75;8.25;2;2.85;0.41;1.96;0.04;0.09;0.04;12.6825;305.737;0.94;53.85720785;113750
7686;413;N;13999;8.75;8.25;2;3.3;0.49;2.22;0.04;0.09;0.04;14.685;365.393;0.94;53.85720785;122491.25
7541;407;N;16000;8.75;7.75;2;4.82;1.54;6.08;0.09;0.1;0.04;21.449;1148.378;0.89;28.0348058;140000
7542;407;N;17000;8.75;7.75;2;5.55;2.32;8.6;0.11;0.1;0.04;24.6975;1730.024;0.89;22.93756838;148750
7543;407;N;18000;8.75;7.75;2;6.33;3.34;11.69;0.14;0.1;0.04;28.1685;2490.638;0.89;18.02237516;157500
7544;407;N;19000;8.75;7.75;2;7.2;4.72;15.66;0.17;0.11;0.04;32.04;3519.704;0.89;17.12301227;166250
7545;407;N;20000;8.75;7.75;2;8.2;7.11;22.42;0.22;0.11;0.04;36.49;5301.927;0.89;13.23141857;175000
7546;407;N;21000;8.75;7.75;2;9.44;11.59;34.78;0.3;0.11;0.04;42.008;8642.663;0.89;9.703040285;183750
7547;407;N;22000;8.75;7.75;2;10.71;15.81;45.3;0.36;0.12;0.04;47.6595;11789.517;0.89;9.213177319;192500
7548;407;N;25000;8.75;7.75;2;14.77;27.15;68.43;0.42;0.13;0.04;65.7265;20245.755;0.89;8.904423344;218750
7687;413;N;15000;8.75;8.25;2;3.78;0.59;2.48;0.04;0.09;0.04;16.821;439.963;0.94;53.85720785;131250
7698;414;NN;1000;8.75;8.25;2;0.02;0.01;0.01;0.05;0.09;0.04;0.089;7.457;0.94;43.08576628;8750
7699;414;NN;2000;8.75;8.25;2;0.06;0.01;0.05;0.05;0.09;0.04;0.267;7.457;0.94;43.08576628;17500
7700;414;NN;3000;8.75;8.25;2;0.14;0.01;0.12;0.05;0.09;0.04;0.623;7.457;0.94;43.08576628;26250
7701;414;NN;4000;8.75;8.25;2;0.26;0.01;0.21;0.05;0.09;0.04;1.157;7.457;0.94;43.08576628;35000
7702;414;NN;5000;8.75;8.25;2;0.4;0.03;0.33;0.05;0.09;0.04;1.78;22.371;0.94;43.08576628;43750
7703;414;NN;6000;8.75;8.25;2;0.58;0.05;0.47;0.05;0.09;0.04;2.581;37.285;0.94;43.08576628;52500
7704;414;NN;7000;8.75;8.25;2;0.79;0.07;0.64;0.05;0.09;0.04;3.5155;52.199;0.94;43.08576628;61250
7705;414;NN;8000;8.75;8.25;2;1.03;0.11;0.84;0.05;0.09;0.04;4.5835;82.027;0.94;43.08576628;70000
7706;414;NN;9000;8.75;8.25;2;1.31;0.15;1.07;0.05;0.09;0.04;5.8295;111.855;0.94;43.08576628;78750
7707;414;NN;10000;8.75;8.25;2;1.62;0.21;1.3;0.05;0.09;0.04;7.209;156.597;0.94;43.08576628;87500
7708;414;NN;11000;8.75;8.25;2;1.95;0.26;1.51;0.05;0.09;0.04;8.6775;193.882;0.94;43.08576628;96250
7709;414;NN;12000;8.75;8.25;2;2.32;0.33;1.73;0.05;0.09;0.04;10.324;246.081;0.94;43.08576628;105000
7710;414;NN;13000;8.75;8.25;2;2.72;0.41;1.97;0.04;0.09;0.04;12.104;305.737;0.94;53.85720785;113750
7711;414;NN;13999;8.75;8.25;2;3.15;0.49;2.21;0.04;0.09;0.04;14.0175;365.393;0.94;53.85720785;122491.25
7564;408;NN;16000;8.75;7.75;2;4.11;0.72;2.84;0.04;0.09;0.04;18.2895;536.904;0.89;53.85720785;140000
7565;408;NN;17000;8.75;7.75;2;4.72;1.26;4.69;0.06;0.09;0.04;21.004;939.582;0.89;35.90480524;148750
7566;408;NN;18000;8.75;7.75;2;5.39;1.99;6.97;0.08;0.09;0.04;23.9855;1483.943;0.89;26.92860393;157500
7567;408;NN;19000;8.75;7.75;2;6.11;2.98;9.88;0.11;0.09;0.04;27.1895;2222.186;0.89;19.58443922;166250
7568;408;NN;20000;8.75;7.75;2;6.92;4.54;14.31;0.14;0.09;0.04;30.794;3385.478;0.89;15.38777367;175000
7569;408;NN;21000;8.75;7.75;2;7.97;8.36;25.08;0.22;0.1;0.04;35.4665;6234.052;0.89;11.46878419;183750
7570;408;NN;22000;8.75;7.75;2;8.96;11.03;31.6;0.25;0.1;0.04;39.872;8225.071;0.89;10.09253009;192500
7571;408;NN;23000;8.75;7.75;2;10.02;13.74;37.66;0.27;0.1;0.04;44.589;10245.918;0.89;9.344935267;201250
7572;408;NN;24000;8.75;7.75;2;10.66;12.45;32.7;0.22;0.1;0.04;47.437;9283.965;0.89;11.46878419;210000
7573;408;NN;25000;8.75;7.75;2;12.32;19.97;50.34;0.31;0.11;0.04;54.824;14891.629;0.89;9.390038986;218750
7574;408;NN;26000;8.75;7.75;2;12.52;14.51;35.17;0.2;0.1;0.04;55.714;10820.107;0.89;12.61566261;227500
7712;414;NN;15000;8.75;8.25;2;3.61;0.58;2.46;0.04;0.09;0.04;16.0645;432.506;0.94;53.85720785;131250
7723;415;W;1000;8.75;8.25;2;0.02;0.01;0.01;0.05;0.09;0.04;0.089;7.457;0.94;43.08576628;8750
7724;415;W;2000;8.75;8.25;2;0.07;0.01;0.05;0.05;0.09;0.04;0.3115;7.457;0.94;43.08576628;17500
7725;415;W;3000;8.75;8.25;2;0.15;0.01;0.12;0.05;0.09;0.04;0.6675;7.457;0.94;43.08576628;26250
7726;415;W;4000;8.75;8.25;2;0.27;0.01;0.22;0.05;0.09;0.04;1.2015;7.457;0.94;43.08576628;35000
7727;415;W;5000;8.75;8.25;2;0.42;0.03;0.34;0.05;0.09;0.04;1.869;22.371;0.94;43.08576628;43750
7728;415;W;6000;8.75;8.25;2;0.61;0.05;0.49;0.05;0.09;0.04;2.7145;37.285;0.94;43.08576628;52500
7729;415;W;7000;8.75;8.25;2;0.82;0.07;0.67;0.05;0.09;0.04;3.649;52.199;0.94;43.08576628;61250
7730;415;W;8000;8.75;8.25;2;1.08;0.11;0.88;0.05;0.09;0.04;4.806;82.027;0.94;43.08576628;70000
7731;415;W;9000;8.75;8.25;2;1.36;0.16;1.11;0.05;0.09;0.04;6.052;119.312;0.94;43.08576628;78750
7732;415;W;10000;8.75;8.25;2;1.68;0.21;1.34;0.05;0.09;0.04;7.476;156.597;0.94;43.08576628;87500
7733;415;W;11000;8.75;8.25;2;2.03;0.27;1.57;0.05;0.09;0.04;9.0335;201.339;0.94;43.08576628;96250
7734;415;W;12000;8.75;8.25;2;2.41;0.34;1.8;0.05;0.09;0.04;10.7245;253.538;0.94;43.08576628;105000
7735;415;W;13000;8.75;8.25;2;2.83;0.42;2.05;0.05;0.09;0.04;12.5935;313.194;0.94;43.08576628;113750
7736;415;W;13999;8.75;8.25;2;3.28;0.51;2.3;0.05;0.09;0.04;14.596;380.307;0.94;43.08576628;122491.25
7590;409;W;16000;8.75;7.75;2;4.3;0.84;3.32;0.05;0.09;0.04;19.135;626.388;0.89;43.08576628;140000
7591;409;W;17000;8.75;7.75;2;4.93;1.41;5.22;0.07;0.09;0.04;21.9385;1051.437;0.89;30.77554735;148750
7592;409;W;18000;8.75;7.75;2;5.62;2.17;7.58;0.09;0.09;0.04;25.009;1618.169;0.89;23.93653682;157500
7593;409;W;19000;8.75;7.75;2;6.37;3.21;10.65;0.11;0.09;0.04;28.3465;2393.697;0.89;19.58443922;166250
7594;409;W;20000;8.75;7.75;2;7.25;5.12;16.13;0.16;0.1;0.04;32.2625;3817.984;0.89;15.76957826;175000
7595;409;W;21000;8.75;7.75;2;8.27;8.33;25;0.22;0.1;0.04;36.8015;6211.681;0.89;11.46878419;183750
7596;409;W;22000;8.75;7.75;2;9.35;11.64;33.33;0.26;0.1;0.04;41.6075;8679.948;0.89;9.704355854;192500
7597;409;W;23000;8.75;7.75;2;10.44;14.52;39.77;0.29;0.11;0.04;46.458;10827.564;0.89;10.03762788;201250
7598;409;W;26000;8.75;7.75;2;11.43;14.21;34.44;0.2;0.09;0.04;50.8635;10596.397;0.89;10.77144157;227500
7737;415;W;15000;8.75;8.25;2;3.76;0.61;2.56;0.04;0.09;0.04;16.732;454.877;0.94;53.85720785;131250
7748;416;SN;1000;8.75;8.5;2;0.02;0.01;0.02;0.06;0.1;0.04;0.089;7.457;0.97;42.0522087;8750
7749;416;SN;2000;8.75;8.5;2;0.07;0.01;0.06;0.06;0.1;0.04;0.3115;7.457;0.97;42.0522087;17500
7750;416;SN;3000;8.75;8.5;2;0.16;0.01;0.14;0.06;0.1;0.04;0.712;7.457;0.97;42.0522087;26250
7751;416;SN;4000;8.75;8.5;2;0.29;0.02;0.24;0.06;0.1;0.04;1.2905;14.914;0.97;42.0522087;35000
7752;416;SN;5000;8.75;8.5;2;0.46;0.03;0.38;0.06;0.1;0.04;2.047;22.371;0.97;42.0522087;43750
7753;416;SN;6000;8.75;8.5;2;0.65;0.05;0.55;0.06;0.1;0.04;2.8925;37.285;0.97;42.0522087;52500
7754;416;SN;7000;8.75;8.5;2;0.89;0.08;0.75;0.06;0.1;0.04;3.9605;59.656;0.97;42.0522087;61250
7755;416;SN;8000;8.75;8.5;2;1.16;0.13;0.99;0.06;0.1;0.04;5.162;96.941;0.97;42.0522087;70000
7756;416;SN;9000;8.75;8.5;2;1.47;0.17;1.22;0.06;0.1;0.04;6.5415;126.769;0.97;42.0522087;78750
7757;416;SN;10000;8.75;8.5;2;1.81;0.23;1.44;0.06;0.1;0.04;8.0545;171.511;0.97;42.0522087;87500
7758;416;SN;11000;8.75;8.5;2;2.19;0.29;1.67;0.05;0.1;0.04;9.7455;216.253;0.97;50.46265044;96250
7759;416;SN;12000;8.75;8.5;2;2.6;0.37;1.92;0.05;0.1;0.04;11.57;275.909;0.97;50.46265044;105000
7760;416;SN;13000;8.75;8.5;2;3.05;0.45;2.17;0.05;0.1;0.04;13.5725;335.565;0.97;50.46265044;113750
7761;416;SN;13999;8.75;8.5;2;3.53;0.54;2.43;0.05;0.1;0.04;15.7085;402.678;0.97;50.46265044;122491.25
7614;410;N;16000;8.75;8;2;4.82;1.54;6.08;0.09;0.1;0.04;21.449;1148.378;0.91;28.0348058;140000
7615;410;N;17000;8.75;8;2;5.55;2.32;8.6;0.11;0.1;0.04;24.6975;1730.024;0.91;22.93756838;148750
7616;410;N;18000;8.75;8;2;6.33;3.34;11.69;0.14;0.1;0.04;28.1685;2490.638;0.91;18.02237516;157500
7617;410;N;19000;8.75;8;2;7.2;4.72;15.66;0.17;0.11;0.04;32.04;3519.704;0.91;17.12301227;166250
7618;410;N;20000;8.75;8;2;8.2;7.11;22.42;0.22;0.11;0.04;36.49;5301.927;0.91;13.23141857;175000
7619;410;N;21000;8.75;8;2;9.44;11.57;34.72;0.3;0.11;0.04;42.008;8627.749;0.91;9.703040285;183750
7620;410;N;22000;8.75;8;2;10.71;15.81;45.3;0.36;0.12;0.04;47.6595;11789.517;0.91;9.213177319;192500
7621;410;N;25000;8.75;8;2;14.77;27.19;68.55;0.42;0.13;0.04;65.7265;20275.583;0.91;8.904423344;218750
7762;416;SN;15000;8.75;8.5;2;4.14;1.02;4.28;0.07;0.1;0.04;18.423;760.614;0.97;36.04475031;131250
7771;417;NN;1000;8.75;8.5;2;0.02;0.01;0.01;0.05;0.09;0.04;0.089;7.457;0.97;43.08576628;8750
7772;417;NN;3000;8.75;8.5;2;0.14;0.01;0.12;0.05;0.09;0.04;0.623;7.457;0.97;43.08576628;26250
7773;417;NN;4000;8.75;8.5;2;0.26;0.01;0.21;0.05;0.09;0.04;1.157;7.457;0.97;43.08576628;35000
7774;417;NN;5000;8.75;8.5;2;0.4;0.03;0.33;0.05;0.09;0.04;1.78;22.371;0.97;43.08576628;43750
7775;417;NN;6000;8.75;8.5;2;0.58;0.05;0.48;0.05;0.09;0.04;2.581;37.285;0.97;43.08576628;52500
7776;417;NN;7000;8.75;8.5;2;0.79;0.07;0.65;0.05;0.09;0.04;3.5155;52.199;0.97;43.08576628;61250
7777;417;NN;8000;8.75;8.5;2;1.03;0.11;0.86;0.05;0.09;0.04;4.5835;82.027;0.97;43.08576628;70000
7778;417;NN;9000;8.75;8.5;2;1.31;0.16;1.09;0.05;0.09;0.04;5.8295;119.312;0.97;43.08576628;78750
7779;417;NN;10000;8.75;8.5;2;1.62;0.21;1.32;0.05;0.09;0.04;7.209;156.597;0.97;43.08576628;87500
7780;417;NN;11000;8.75;8.5;2;1.95;0.27;1.54;0.05;0.09;0.04;8.6775;201.339;0.97;43.08576628;96250
7781;417;NN;12000;8.75;8.5;2;2.32;0.34;1.76;0.05;0.09;0.04;10.324;253.538;0.97;43.08576628;105000
7782;417;NN;13000;8.75;8.5;2;2.72;0.41;2;0.05;0.09;0.04;12.104;305.737;0.97;43.08576628;113750
7783;417;NN;13999;8.75;8.5;2;3.15;0.5;2.24;0.04;0.09;0.04;14.0175;372.85;0.97;53.85720785;122491.25
7784;417;NN;15000;8.75;8.5;2;3.61;0.59;2.49;0.04;0.09;0.04;16.0645;439.963;0.97;53.85720785;131250
7637;411;NN;16000;8.75;8;2;4.11;0.73;2.86;0.04;0.09;0.04;18.2895;544.361;0.91;53.85720785;140000
7638;411;NN;17000;8.75;8;2;4.72;1.27;4.72;0.06;0.09;0.04;21.004;947.039;0.91;35.90480524;148750
7639;411;NN;18000;8.75;8;2;5.38;2.01;7.03;0.08;0.09;0.04;23.941;1498.857;0.91;26.92860393;157500
7640;411;NN;19000;8.75;8;2;6.1;3.01;9.98;0.11;0.09;0.04;27.145;2244.557;0.91;19.58443922;166250
7641;411;NN;20000;8.75;8;2;6.91;4.61;14.51;0.14;0.09;0.04;30.7495;3437.677;0.91;15.38777367;175000
7642;411;NN;21000;8.75;8;2;7.97;8.52;25.58;0.22;0.1;0.04;35.4665;6353.364;0.91;11.46878419;183750
7643;411;NN;22000;8.75;8;2;8.96;11.14;31.93;0.25;0.1;0.04;39.872;8307.098;0.91;10.09253009;192500
7644;411;NN;23000;8.75;8;2;10.02;14;38.36;0.28;0.1;0.04;44.589;10439.8;0.91;9.011187579;201250
7645;411;NN;24000;8.75;8;2;10.64;12.52;32.88;0.22;0.1;0.04;47.348;9336.164;0.91;11.46878419;210000
7646;411;NN;25000;8.75;8;2;12.35;20.65;52.07;0.32;0.11;0.04;54.9575;15398.705;0.91;9.096600268;218750
7647;411;NN;26000;8.75;8;2;11.4;13.58;32.91;0.19;0.09;0.04;50.73;10126.606;0.91;11.33835955;227500
7794;418;W;1000;8.75;8.5;2;0.02;0.01;0.01;0.05;0.09;0.04;0.089;7.457;0.97;43.08576628;8750
7795;418;W;2000;8.75;8.5;2;0.07;0.01;0.06;0.05;0.09;0.04;0.3115;7.457;0.97;43.08576628;17500
7796;418;W;3000;8.75;8.5;2;0.15;0.01;0.12;0.05;0.09;0.04;0.6675;7.457;0.97;43.08576628;26250
7797;418;W;4000;8.75;8.5;2;0.27;0.01;0.22;0.05;0.09;0.04;1.2015;7.457;0.97;43.08576628;35000
7798;418;W;5000;8.75;8.5;2;0.42;0.03;0.34;0.05;0.09;0.04;1.869;22.371;0.97;43.08576628;43750
7799;418;W;6000;8.75;8.5;2;0.61;0.05;0.5;0.05;0.09;0.04;2.7145;37.285;0.97;43.08576628;52500
7800;418;W;7000;8.75;8.5;2;0.82;0.08;0.68;0.05;0.09;0.04;3.649;59.656;0.97;43.08576628;61250
7801;418;W;8000;8.75;8.5;2;1.08;0.11;0.89;0.05;0.09;0.04;4.806;82.027;0.97;43.08576628;70000
7802;418;W;9000;8.75;8.5;2;1.36;0.16;1.13;0.05;0.09;0.04;6.052;119.312;0.97;43.08576628;78750
7803;418;W;10000;8.75;8.5;2;1.68;0.22;1.37;0.05;0.09;0.04;7.476;164.054;0.97;43.08576628;87500
7804;418;W;11000;8.75;8.5;2;2.03;0.28;1.59;0.05;0.09;0.04;9.0335;208.796;0.97;43.08576628;96250
7805;418;W;12000;8.75;8.5;2;2.41;0.35;1.83;0.05;0.09;0.04;10.7245;260.995;0.97;43.08576628;105000
7806;418;W;13000;8.75;8.5;2;2.83;0.43;2.08;0.05;0.09;0.04;12.5935;320.651;0.97;43.08576628;113750
7807;418;W;13999;8.75;8.5;2;3.28;0.52;2.34;0.05;0.09;0.04;14.596;387.764;0.97;43.08576628;122491.25
7808;418;W;15000;8.75;8.5;2;3.76;0.62;2.6;0.04;0.09;0.04;16.732;462.334;0.97;53.85720785;131250
7663;412;W;16000;8.75;8;2;4.3;0.86;3.38;0.05;0.09;0.04;19.135;641.302;0.91;43.08576628;140000
7664;412;W;17000;8.75;8;2;4.94;1.45;5.37;0.07;0.09;0.04;21.983;1081.265;0.91;30.77554735;148750
7665;412;W;18000;8.75;8;2;5.63;2.24;7.83;0.09;0.09;0.04;25.0535;1670.368;0.91;23.93653682;157500
7666;412;W;19000;8.75;8;2;6.39;3.32;11.01;0.12;0.09;0.04;28.4355;2475.724;0.91;17.95240262;166250
7667;412;W;20000;8.75;8;2;7.28;5.33;16.8;0.16;0.1;0.04;32.396;3974.581;0.91;15.76957826;175000
7668;412;W;21000;8.75;8;2;8.31;8.66;25.99;0.23;0.1;0.04;36.9795;6457.762;0.91;10.9701414;183750
7669;412;W;22000;8.75;8;2;9.4;12.07;34.58;0.27;0.1;0.04;41.83;9000.599;0.91;9.344935267;192500
7670;412;W;23000;8.75;8;2;10.49;14.86;40.73;0.3;0.11;0.04;46.6805;11081.102;0.91;9.703040285;201250
7671;412;W;24000;8.75;8;2;11.09;12.91;33.91;0.23;0.1;0.04;49.3505;9626.987;0.91;10.9701414;210000
7672;412;W;25000;8.75;8;2;12.86;21.22;53.49;0.33;0.11;0.04;57.227;15823.754;0.91;8.820945714;218750
7818;419;NN;1000;8.75;8.75;2;0.02;0.01;0.01;0.05;0.09;0.04;0.089;7.457;1;43.08576628;8750
7819;419;NN;2000;8.75;8.75;2;0.06;0.01;0.05;0.05;0.09;0.04;0.267;7.457;1;43.08576628;17500
7820;419;NN;3000;8.75;8.75;2;0.14;0.01;0.12;0.05;0.09;0.04;0.623;7.457;1;43.08576628;26250
7821;419;NN;4000;8.75;8.75;2;0.26;0.01;0.21;0.05;0.09;0.04;1.157;7.457;1;43.08576628;35000
7822;419;NN;5000;8.75;8.75;2;0.4;0.03;0.33;0.05;0.09;0.04;1.78;22.371;1;43.08576628;43750
7823;419;NN;6000;8.75;8.75;2;0.58;0.05;0.48;0.05;0.09;0.04;2.581;37.285;1;43.08576628;52500
7824;419;NN;7000;8.75;8.75;2;0.79;0.07;0.66;0.05;0.09;0.04;3.5155;52.199;1;43.08576628;61250
7825;419;NN;8000;8.75;8.75;2;1.03;0.11;0.86;0.05;0.09;0.04;4.5835;82.027;1;43.08576628;70000
7826;419;NN;9000;8.75;8.75;2;1.31;0.16;1.1;0.05;0.09;0.04;5.8295;119.312;1;43.08576628;78750
7827;419;NN;10000;8.75;8.75;2;1.62;0.21;1.33;0.05;0.09;0.04;7.209;156.597;1;43.08576628;87500
7828;419;NN;11000;8.75;8.75;2;1.95;0.27;1.55;0.05;0.09;0.04;8.6775;201.339;1;43.08576628;96250
7829;419;NN;12000;8.75;8.75;2;2.32;0.34;1.77;0.05;0.09;0.04;10.324;253.538;1;43.08576628;105000
7830;419;NN;13000;8.75;8.75;2;2.72;0.41;2.01;0.05;0.09;0.04;12.104;305.737;1;43.08576628;113750
7831;419;NN;13999;8.75;8.75;2;3.14;0.5;2.26;0.04;0.09;0.04;13.973;372.85;1;53.85720785;122491.25
7832;419;NN;15000;8.75;8.75;2;3.61;0.6;2.51;0.04;0.09;0.04;16.0645;447.42;1;53.85720785;131250
7688;413;N;16000;8.75;8.25;2;4.34;0.89;3.5;0.05;0.09;0.04;19.313;663.673;0.94;43.08576628;140000
7689;413;N;17000;8.75;8.25;2;4.97;1.42;5.27;0.07;0.09;0.04;22.1165;1058.894;0.94;30.77554735;148750
7690;413;N;18000;8.75;8.25;2;5.65;2.13;7.46;0.09;0.09;0.04;25.1425;1588.341;0.94;23.93653682;157500
7691;413;N;19000;8.75;8.25;2;6.39;3.1;10.29;0.11;0.09;0.04;28.4355;2311.67;0.94;19.58443922;166250
7692;413;N;20000;8.75;8.25;2;7.25;4.91;15.48;0.15;0.1;0.04;32.2625;3661.387;0.94;16.82088348;175000
7693;413;N;21000;8.75;8.25;2;8.29;8.28;24.85;0.22;0.1;0.04;36.8905;6174.396;0.94;11.46878419;183750
