LINE;COMP;TYPE;RPM;DIAMETER(IN);PITCH(IN);BLADE(nb);THRUST(LBF);POWER(HP);TORQUE(IN.LBF);Cp;Ct;AREA(m^2);THRUST(N);POWER(W);ANGLE;EFF;N.D
221;11;MR;13000;10;5.5;2;6.93;1.57;7.62;0.09;0.13;0.05;30.8385;1170.749;0.55;41.55397561;130000
222;11;MR;13999;10;5.5;2;8.14;2.17;9.76;0.1;0.13;0.05;36.223;1618.169;0.55;37.39857805;139990
230;12;EP;1000;10;5.8;2;0.04;0.01;0.03;0.05;0.12;0.05;0.178;7.457;0.58;66.3348767;10000
223;11;MR;15000;10;5.5;2;9.46;2.93;12.31;0.11;0.13;0.05;42.097;2184.901;0.55;33.99870731;150000
224;11;MR;16000;10;5.5;2;10.9;3.9;15.37;0.12;0.13;0.05;48.505;2908.23;0.55;31.16548171;160000
225;11;MR;17000;10;5.5;2;12.27;4.5;16.7;0.11;0.13;0.05;54.6015;3355.65;0.55;33.99870731;170000
226;11;MR;18000;10;5.5;2;13.73;5.16;18.07;0.11;0.13;0.05;61.0985;3847.812;0.55;33.99870731;180000
227;11;MR;19000;10;5.5;2;15.33;6.27;20.79;0.11;0.13;0.05;68.2185;4675.539;0.55;33.99870731;190000
228;11;MR;20000;10;5.5;2;17.02;8.22;25.92;0.13;0.13;0.05;75.739;6129.654;0.55;28.76813696;200000
229;11;MR;23000;10;5.5;2;21.31;6.93;18.98;0.07;0.13;0.05;94.8295;5167.701;0.55;53.42654007;230000
231;12;EP;2000;10;5.8;2;0.15;0.01;0.1;0.05;0.12;0.05;0.6675;7.457;0.58;66.3348767;20000
232;12;EP;3000;10;5.8;2;0.33;0.01;0.22;0.05;0.12;0.05;1.4685;7.457;0.58;66.3348767;30000
233;12;EP;4000;10;5.8;2;0.59;0.03;0.4;0.05;0.12;0.05;2.6255;22.371;0.58;66.3348767;40000
234;12;EP;5000;10;5.8;2;0.92;0.05;0.62;0.05;0.12;0.05;4.094;37.285;0.58;66.3348767;50000
235;12;EP;6000;10;5.8;2;1.33;0.08;0.88;0.05;0.12;0.05;5.9185;59.656;0.58;66.3348767;60000
236;12;EP;7000;10;5.8;2;1.8;0.13;1.17;0.05;0.12;0.05;8.01;96.941;0.58;66.3348767;70000
237;12;EP;8000;10;5.8;2;2.36;0.19;1.51;0.05;0.12;0.05;10.502;141.683;0.58;66.3348767;80000
238;12;EP;9000;10;5.8;2;3;0.28;1.97;0.05;0.12;0.05;13.35;208.796;0.58;66.3348767;90000
239;12;EP;10000;10;5.8;2;3.75;0.44;2.81;0.06;0.12;0.05;16.6875;328.108;0.58;55.27906392;100000
240;12;EP;11000;10;5.8;2;4.59;0.67;3.85;0.06;0.12;0.05;20.4255;499.619;0.58;55.27906392;110000
241;12;EP;12000;10;5.8;2;5.52;0.98;5.13;0.07;0.12;0.05;24.564;730.786;0.58;47.38205478;120000
242;12;EP;13000;10;5.8;2;6.55;1.39;6.74;0.08;0.12;0.05;29.1475;1036.523;0.58;41.45929794;130000
243;12;EP;13999;10;5.8;2;7.68;1.92;8.66;0.09;0.12;0.05;34.176;1431.744;0.58;36.85270928;139990
252;13;E;1000;10;5;2;0.03;0.01;0.02;0.04;0.11;0.05;0.1335;7.457;0.5;64.4932167;10000
244;12;EP;15000;10;5.8;2;8.91;2.63;11.05;0.1;0.12;0.05;39.6495;1961.191;0.58;33.16743835;150000
245;12;EP;16000;10;5.8;2;10.26;3.55;13.98;0.11;0.13;0.05;45.657;2647.235;0.58;33.99870731;160000
246;12;EP;17000;10;5.8;2;11.72;4.76;17.66;0.12;0.13;0.05;52.154;3549.532;0.58;31.16548171;170000
247;12;EP;18000;10;5.8;2;13.21;5.92;20.73;0.13;0.13;0.05;58.7845;4414.544;0.58;28.76813696;180000
248;12;EP;19000;10;5.8;2;14.87;8.9;29.51;0.16;0.13;0.05;66.1715;6636.73;0.58;23.37411128;190000
249;12;EP;20000;10;5.8;2;16.36;9.87;31.11;0.15;0.13;0.05;72.802;7360.059;0.58;24.93238536;200000
250;12;EP;22000;10;5.8;2;19.01;8.68;24.86;0.1;0.12;0.05;84.5945;6472.676;0.58;33.16743835;220000
251;12;EP;23000;10;5.8;2;20.51;8.86;24.28;0.09;0.12;0.05;91.2695;6606.902;0.58;36.85270928;230000
253;13;E;2000;10;5;2;0.14;0.01;0.08;0.04;0.11;0.05;0.623;7.457;0.5;64.4932167;20000
254;13;E;3000;10;5;2;0.3;0.01;0.19;0.04;0.11;0.05;1.335;7.457;0.5;64.4932167;30000
255;13;E;4000;10;5;2;0.54;0.02;0.34;0.04;0.11;0.05;2.403;14.914;0.5;64.4932167;40000
256;13;E;5000;10;5;2;0.85;0.04;0.53;0.04;0.11;0.05;3.7825;29.828;0.5;64.4932167;50000
257;13;E;6000;10;5;2;1.22;0.07;0.75;0.04;0.11;0.05;5.429;52.199;0.5;64.4932167;60000
258;13;E;7000;10;5;2;1.67;0.11;1.01;0.04;0.11;0.05;7.4315;82.027;0.5;64.4932167;70000
259;13;E;8000;10;5;2;2.18;0.17;1.3;0.04;0.11;0.05;9.701;126.769;0.5;64.4932167;80000
2996;182;E;10000;15;4;2;10.64;1.12;7.06;0.02;0.07;0.11;47.348;835.184;0.27;65.47900427;150000
2997;182;E;11000;15;4;2;13.14;1.51;8.68;0.02;0.07;0.11;58.473;1126.007;0.27;65.47900427;165000
2998;182;E;12000;15;4;2;16.07;2.02;10.62;0.02;0.07;0.11;71.5115;1506.314;0.27;65.47900427;180000
2999;182;E;13000;15;4;2;20.16;2.96;14.36;0.02;0.07;0.11;89.712;2207.272;0.27;65.47900427;195000
3345;208;E;11000;16;4;2;16.5;1.95;11.17;0.02;0.07;0.13;73.425;1454.115;0.25;65.47900427;176000
3346;208;E;12000;16;4;2;20.86;2.82;14.83;0.02;0.07;0.13;92.827;2102.874;0.25;65.47900427;192000
3347;208;E;13000;16;4;2;26.44;4.51;21.84;0.02;0.07;0.13;117.658;3363.107;0.25;65.47900427;208000
260;13;E;9000;10;5;2;2.78;0.23;1.64;0.04;0.11;0.05;12.371;171.511;0.5;64.4932167;90000
261;13;E;10000;10;5;2;3.47;0.35;2.2;0.04;0.11;0.05;15.4415;260.995;0.5;64.4932167;100000
262;13;E;11000;10;5;2;4.24;0.5;2.86;0.05;0.11;0.05;18.868;372.85;0.5;51.59457336;110000
263;13;E;12000;10;5;2;5.11;0.7;3.66;0.05;0.11;0.05;22.7395;521.99;0.5;51.59457336;120000
264;13;E;13000;10;5;2;6.08;0.96;4.63;0.05;0.11;0.05;27.056;715.872;0.5;51.59457336;130000
265;13;E;13999;10;5;2;7.15;1.29;5.8;0.06;0.11;0.05;31.8175;961.953;0.5;42.9954778;139990
294;15;NULL;1000;10;6;2;0.04;0.01;0.03;0.05;0.12;0.05;0.178;7.457;0.6;66.3348767;10000
273;14;NULL;1000;10;6;4;0.06;0.01;0.04;0.08;0.17;0.05;0.267;7.457;0.6;69.90744933;10000
274;14;NULL;2000;10;6;4;0.22;0.01;0.17;0.08;0.17;0.05;0.979;7.457;0.6;69.90744933;20000
275;14;NULL;3000;10;6;4;0.5;0.02;0.38;0.08;0.17;0.05;2.225;14.914;0.6;69.90744933;30000
276;14;NULL;4000;10;6;4;0.89;0.04;0.68;0.08;0.17;0.05;3.9605;29.828;0.6;69.90744933;40000
277;14;NULL;5000;10;6;4;1.39;0.09;1.07;0.08;0.17;0.05;6.1855;67.113;0.6;69.90744933;50000
278;14;NULL;6000;10;6;4;2;0.15;1.54;0.08;0.17;0.05;8.9;111.855;0.6;69.90744933;60000
279;14;NULL;7000;10;6;4;2.73;0.23;2.05;0.08;0.17;0.05;12.1485;171.511;0.6;69.90744933;70000
280;14;NULL;8000;10;6;4;3.57;0.34;2.64;0.08;0.18;0.05;15.8865;253.538;0.6;76.16559378;80000
281;14;NULL;9000;10;6;4;4.54;0.47;3.31;0.08;0.18;0.05;20.203;350.479;0.6;76.16559378;90000
282;14;NULL;10000;10;6;4;5.63;0.66;4.14;0.08;0.18;0.05;25.0535;492.162;0.6;76.16559378;100000
283;14;NULL;11000;10;6;4;6.91;0.98;5.63;0.09;0.18;0.05;30.7495;730.786;0.6;67.70275003;110000
284;14;NULL;12000;10;6;4;8.33;1.42;7.45;0.1;0.18;0.05;37.0685;1058.894;0.6;60.93247502;120000
285;14;NULL;13000;10;6;4;9.92;1.99;9.64;0.11;0.18;0.05;44.144;1483.943;0.6;55.39315911;130000
286;14;NULL;13999;10;6;4;11.67;2.73;12.28;0.12;0.19;0.05;51.9315;2035.761;0.6;55.06672101;139990
287;14;NULL;15000;10;6;4;13.61;3.69;15.49;0.14;0.19;0.05;60.5645;2751.633;0.6;47.20004658;150000
288;14;NULL;16000;10;6;4;15.74;4.93;19.44;0.15;0.19;0.05;70.043;3676.301;0.6;44.05337681;160000
289;14;NULL;17000;10;6;4;18.13;6.6;24.48;0.17;0.2;0.05;80.6785;4921.62;0.6;41.97939097;170000
290;14;NULL;18000;10;6;4;20.9;9.47;33.15;0.2;0.2;0.05;93.005;7061.779;0.6;35.68248232;180000
291;14;NULL;19000;10;6;4;24.02;15.76;52.26;0.29;0.21;0.05;106.889;11752.232;0.6;26.47713597;190000
292;14;NULL;21000;10;6;4;28.95;20.39;61.18;0.27;0.21;0.05;128.8275;15204.823;0.6;28.4384053;210000
293;14;NULL;22000;10;6;4;31.58;26.11;74.8;0.3;0.2;0.05;140.531;19470.227;0.6;23.78832155;220000
295;15;NULL;2000;10;6;2;0.15;0.01;0.1;0.05;0.12;0.05;0.6675;7.457;0.6;66.3348767;20000
296;15;NULL;3000;10;6;2;0.33;0.01;0.24;0.05;0.12;0.05;1.4685;7.457;0.6;66.3348767;30000
297;15;NULL;4000;10;6;2;0.59;0.03;0.42;0.05;0.12;0.05;2.6255;22.371;0.6;66.3348767;40000
298;15;NULL;5000;10;6;2;0.93;0.05;0.65;0.05;0.12;0.05;4.1385;37.285;0.6;66.3348767;50000
299;15;NULL;6000;10;6;2;1.34;0.09;0.91;0.05;0.12;0.05;5.963;67.113;0.6;66.3348767;60000
300;15;NULL;7000;10;6;2;1.82;0.13;1.2;0.05;0.12;0.05;8.099;96.941;0.6;66.3348767;70000
301;15;NULL;8000;10;6;2;2.39;0.22;1.7;0.05;0.12;0.05;10.6355;164.054;0.6;66.3348767;80000
302;15;NULL;9000;10;6;2;3.06;0.37;2.59;0.06;0.12;0.05;13.617;275.909;0.6;55.27906392;90000
303;15;NULL;10000;10;6;2;3.82;0.59;3.72;0.07;0.12;0.05;16.999;439.963;0.6;47.38205478;100000
304;15;NULL;11000;10;6;2;4.68;0.9;5.13;0.08;0.12;0.05;20.826;671.13;0.6;41.45929794;110000
305;15;NULL;12000;10;6;2;5.63;1.31;6.88;0.09;0.12;0.05;25.0535;976.867;0.6;36.85270928;120000
306;15;NULL;13000;10;6;2;6.68;1.87;9.06;0.11;0.12;0.05;29.726;1394.459;0.6;30.15221668;130000
307;15;NULL;13999;10;6;2;7.83;2.6;11.72;0.12;0.13;0.05;34.8435;1938.82;0.6;31.16548171;139990
323;16;E;10000;10;6;2;3.67;0.44;2.76;0.05;0.12;0.05;16.3315;328.108;0.6;58.78775383;100000
308;15;NULL;15000;10;6;2;9.1;3.57;14.98;0.13;0.13;0.05;40.495;2662.149;0.6;28.76813696;150000
309;15;NULL;16000;10;6;2;10.31;4.14;16.29;0.13;0.13;0.05;45.8795;3087.198;0.6;28.76813696;160000
310;15;NULL;17000;10;6;2;11.6;4.68;17.37;0.12;0.13;0.05;51.62;3489.876;0.6;31.16548171;170000
311;15;NULL;18000;10;6;2;12.99;5.44;19.04;0.12;0.13;0.05;57.8055;4056.608;0.6;31.16548171;180000
312;15;NULL;19000;10;6;2;14.56;7.68;25.47;0.14;0.13;0.05;64.792;5726.976;0.6;26.71327003;190000
313;15;NULL;20000;10;6;2;16;7.95;25.06;0.12;0.13;0.05;71.2;5928.315;0.6;31.16548171;200000
314;16;E;1000;10;6;2;0.04;0.01;0.03;0.05;0.11;0.05;0.178;7.457;0.6;51.59457336;10000
315;16;E;2000;10;6;2;0.14;0.01;0.1;0.05;0.11;0.05;0.623;7.457;0.6;51.59457336;20000
316;16;E;3000;10;6;2;0.32;0.01;0.22;0.05;0.11;0.05;1.424;7.457;0.6;51.59457336;30000
317;16;E;4000;10;6;2;0.58;0.03;0.4;0.05;0.11;0.05;2.581;22.371;0.6;51.59457336;40000
318;16;E;5000;10;6;2;0.9;0.05;0.62;0.05;0.11;0.05;4.005;37.285;0.6;51.59457336;50000
319;16;E;6000;10;6;2;1.3;0.08;0.88;0.05;0.11;0.05;5.785;59.656;0.6;51.59457336;60000
320;16;E;7000;10;6;2;1.77;0.13;1.17;0.05;0.11;0.05;7.8765;96.941;0.6;51.59457336;70000
321;16;E;8000;10;6;2;2.32;0.19;1.5;0.05;0.11;0.05;10.324;141.683;0.6;51.59457336;80000
2076;117;E;16000;13;4;2;20.63;4.05;15.97;0.03;0.09;0.09;91.8035;3020.085;0.31;63.63961031;208000
322;16;E;9000;10;6;2;2.94;0.27;1.89;0.05;0.11;0.05;13.083;201.339;0.6;51.59457336;90000
324;16;E;11000;10;6;2;4.49;0.67;3.84;0.06;0.12;0.05;19.9805;499.619;0.6;48.98979486;110000
325;16;E;12000;10;6;2;5.41;0.99;5.18;0.07;0.12;0.05;24.0745;738.243;0.6;41.99125273;120000
326;16;E;13000;10;6;2;6.42;1.41;6.86;0.08;0.12;0.05;28.569;1051.437;0.6;36.74234614;130000
327;16;E;13999;10;6;2;7.53;1.98;8.89;0.09;0.12;0.05;33.5085;1476.486;0.6;32.65986324;139990
335;17;F;1000;10;6;2;0.03;0.01;0.02;0.04;0.1;0.05;0.1335;7.457;0.6;63.07831305;10000
336;17;F;2000;10;6;2;0.13;0.01;0.09;0.04;0.1;0.05;0.5785;7.457;0.6;63.07831305;20000
337;17;F;3000;10;6;2;0.29;0.01;0.2;0.04;0.1;0.05;1.2905;7.457;0.6;63.07831305;30000
338;17;F;4000;10;6;2;0.52;0.02;0.36;0.04;0.1;0.05;2.314;14.914;0.6;63.07831305;40000
339;17;F;5000;10;6;2;0.82;0.05;0.56;0.04;0.1;0.05;3.649;37.285;0.6;63.07831305;50000
3057;186;E;11000;15;6;2;17.43;2.82;16.15;0.03;0.09;0.11;77.5635;2102.874;0.4;63.63961031;165000
340;17;F;6000;10;6;2;1.18;0.08;0.81;0.04;0.1;0.05;5.251;59.656;0.6;63.07831305;60000
341;17;F;7000;10;6;2;1.61;0.12;1.07;0.04;0.1;0.05;7.1645;89.484;0.6;63.07831305;70000
342;17;F;8000;10;6;2;2.1;0.17;1.37;0.04;0.1;0.05;9.345;126.769;0.6;63.07831305;80000
343;17;F;9000;10;6;2;2.66;0.24;1.7;0.04;0.1;0.05;11.837;178.968;0.6;63.07831305;90000
344;17;F;10000;10;6;2;3.31;0.36;2.26;0.04;0.1;0.05;14.7295;268.452;0.6;63.07831305;100000
345;17;F;11000;10;6;2;4.04;0.56;3.23;0.05;0.1;0.05;17.978;417.592;0.6;50.46265044;110000
346;17;F;12000;10;6;2;4.85;0.85;4.45;0.06;0.11;0.05;21.5825;633.845;0.6;48.51520143;120000
347;17;F;13000;10;6;2;5.74;1.23;5.96;0.07;0.11;0.05;25.543;917.211;0.6;41.58445837;130000
348;17;F;13999;10;6;2;6.73;1.74;7.84;0.08;0.11;0.05;29.9485;1297.518;0.6;36.38640107;139990
378;19;NULL;1000;10;7;2;0.04;0.01;0.03;0.06;0.12;0.05;0.178;7.457;0.7;55.27906392;10000
379;19;NULL;2000;10;7;2;0.15;0.01;0.12;0.06;0.12;0.05;0.6675;7.457;0.7;55.27906392;20000
380;19;NULL;3000;10;7;2;0.34;0.01;0.26;0.06;0.12;0.05;1.513;7.457;0.7;55.27906392;30000
381;19;NULL;4000;10;7;2;0.6;0.03;0.46;0.06;0.12;0.05;2.67;22.371;0.7;55.27906392;40000
382;19;NULL;5000;10;7;2;0.94;0.06;0.71;0.06;0.12;0.05;4.183;44.742;0.7;55.27906392;50000
383;19;NULL;6000;10;7;2;1.36;0.09;0.98;0.05;0.12;0.05;6.052;67.113;0.7;66.3348767;60000
349;17;F;15000;10;6;2;7.8;2.41;10.15;0.09;0.11;0.05;34.71;1797.137;0.6;32.34346762;150000
350;17;F;16000;10;6;2;8.96;3.31;13.03;0.1;0.11;0.05;39.872;2468.267;0.6;29.10912086;160000
351;17;F;17000;10;6;2;10.24;4.51;16.72;0.11;0.11;0.05;45.568;3363.107;0.6;26.46283714;170000
352;17;F;18000;10;6;2;11.64;6.27;21.94;0.13;0.11;0.05;51.798;4675.539;0.6;22.39163143;180000
353;17;F;19000;10;6;2;13.48;12.01;39.85;0.22;0.12;0.05;59.986;8955.857;0.6;15.07610834;190000
354;17;F;20000;10;6;2;14.78;12.59;39.67;0.2;0.12;0.05;65.771;9388.363;0.6;16.58371917;200000
355;17;F;21000;10;6;2;16.21;13.89;41.69;0.19;0.12;0.05;72.1345;10357.773;0.6;17.4565465;210000
356;17;F;23000;10;6;2;18.88;14.64;40.13;0.15;0.11;0.05;84.016;10917.048;0.6;19.40608057;230000
357;17;F;24000;10;6;2;19.8;10.65;27.96;0.1;0.11;0.05;88.11;7941.705;0.6;29.10912086;240000
358;18;NULL;1000;10;7;3;0.04;0.01;0.03;0.05;0.11;0.05;0.178;7.457;0.7;58.21824171;10000
359;18;NULL;2000;10;7;3;0.14;0.01;0.1;0.05;0.11;0.05;0.623;7.457;0.7;58.21824171;20000
360;18;NULL;3000;10;7;3;0.32;0.01;0.24;0.05;0.11;0.05;1.424;7.457;0.7;58.21824171;30000
361;18;NULL;4000;10;7;3;0.57;0.03;0.42;0.05;0.11;0.05;2.5365;22.371;0.7;58.21824171;40000
362;18;NULL;5000;10;7;3;0.89;0.05;0.66;0.05;0.11;0.05;3.9605;37.285;0.7;58.21824171;50000
363;18;NULL;6000;10;7;3;1.29;0.09;0.95;0.05;0.11;0.05;5.7405;67.113;0.7;58.21824171;60000
364;18;NULL;7000;10;7;3;1.75;0.14;1.3;0.05;0.11;0.05;7.7875;104.398;0.7;58.21824171;70000
365;18;NULL;8000;10;7;3;2.29;0.22;1.71;0.05;0.11;0.05;10.1905;164.054;0.7;58.21824171;80000
366;18;NULL;9000;10;7;3;2.9;0.31;2.14;0.05;0.11;0.05;12.905;231.167;0.7;58.21824171;90000
367;18;NULL;10000;10;7;3;3.58;0.41;2.59;0.05;0.11;0.05;15.931;305.737;0.7;58.21824171;100000
368;18;NULL;11000;10;7;3;4.33;0.53;3.06;0.05;0.11;0.05;19.2685;395.221;0.7;58.21824171;110000
369;18;NULL;12000;10;7;3;5.15;0.68;3.57;0.05;0.11;0.05;22.9175;507.076;0.7;58.21824171;120000
370;18;NULL;13000;10;7;3;6.04;0.85;4.12;0.05;0.11;0.05;26.878;633.845;0.7;58.21824171;130000
371;18;NULL;13999;10;7;3;7;1.04;4.69;0.05;0.11;0.05;31.15;775.528;0.7;58.21824171;139990
372;18;NULL;15000;10;7;3;8.11;1.56;6.55;0.06;0.11;0.05;36.0895;1163.292;0.7;48.51520143;150000
373;18;NULL;16000;10;7;3;9.35;2.39;9.43;0.07;0.11;0.05;41.6075;1782.223;0.7;41.58445837;160000
374;18;NULL;17000;10;7;3;10.69;3.6;13.35;0.09;0.12;0.05;47.5705;2684.52;0.7;36.85270928;170000
375;18;NULL;18000;10;7;3;12.24;6.22;21.79;0.13;0.12;0.05;54.468;4638.254;0.7;25.51341411;180000
376;18;NULL;20000;10;7;3;15.62;11.91;37.54;0.19;0.12;0.05;69.509;8881.287;0.7;17.4565465;200000
377;18;NULL;22000;10;7;3;18.96;14.96;42.85;0.17;0.12;0.05;84.372;11155.672;0.7;19.51025785;220000
384;19;NULL;7000;10;7;2;1.85;0.14;1.29;0.05;0.12;0.05;8.2325;104.398;0.7;66.3348767;70000
385;19;NULL;8000;10;7;2;2.43;0.24;1.9;0.06;0.12;0.05;10.8135;178.968;0.7;55.27906392;80000
386;19;NULL;9000;10;7;2;3.12;0.44;3.08;0.08;0.12;0.05;13.884;328.108;0.7;41.45929794;90000
387;19;NULL;10000;10;7;2;3.9;0.73;4.61;0.09;0.12;0.05;17.355;544.361;0.7;36.85270928;100000
388;19;NULL;11000;10;7;2;4.79;1.14;6.54;0.11;0.12;0.05;21.3155;850.098;0.7;30.15221668;110000
389;19;NULL;12000;10;7;2;5.77;1.7;8.95;0.12;0.13;0.05;25.6765;1267.69;0.7;31.16548171;120000
390;19;NULL;13000;10;7;2;6.86;2.46;11.93;0.14;0.13;0.05;30.527;1834.422;0.7;26.71327003;130000
391;19;NULL;13999;10;7;2;8.07;3.46;15.57;0.16;0.13;0.05;35.9115;2580.122;0.7;23.37411128;139990
399;20;E;1000;10;7;2;0.04;0.01;0.03;0.05;0.12;0.05;0.178;7.457;0.7;58.78775383;10000
400;20;E;2000;10;7;2;0.15;0.01;0.11;0.05;0.12;0.05;0.6675;7.457;0.7;58.78775383;20000
401;20;E;3000;10;7;2;0.33;0.01;0.25;0.05;0.12;0.05;1.4685;7.457;0.7;58.78775383;30000
402;20;E;4000;10;7;2;0.59;0.03;0.44;0.05;0.12;0.05;2.6255;22.371;0.7;58.78775383;40000
403;20;E;5000;10;7;2;0.93;0.06;0.69;0.05;0.12;0.05;4.1385;44.742;0.7;58.78775383;50000
404;20;E;6000;10;7;2;1.33;0.09;0.98;0.05;0.12;0.05;5.9185;67.113;0.7;58.78775383;60000
392;19;NULL;15000;10;7;2;9.39;4.77;20.04;0.18;0.13;0.05;41.7855;3556.989;0.7;20.7769878;150000
393;19;NULL;16000;10;7;2;10.59;5.42;21.36;0.16;0.13;0.05;47.1255;4041.694;0.7;23.37411128;160000
394;19;NULL;17000;10;7;2;11.85;6.01;22.28;0.15;0.13;0.05;52.7325;4481.657;0.7;24.93238536;170000
395;19;NULL;18000;10;7;2;13.19;6.73;23.56;0.14;0.13;0.05;58.6955;5018.561;0.7;26.71327003;180000
396;19;NULL;19000;10;7;2;14.84;10.13;33.61;0.18;0.13;0.05;66.038;7553.941;0.7;20.7769878;190000
397;19;NULL;20000;10;7;2;16.04;8.34;26.29;0.13;0.13;0.05;71.378;6219.138;0.7;28.76813696;200000
398;19;NULL;21000;10;7;2;17.27;6.74;20.23;0.09;0.12;0.05;76.8515;5026.018;0.7;36.85270928;210000
405;20;E;7000;10;7;2;1.81;0.14;1.29;0.05;0.12;0.05;8.0545;104.398;0.7;58.78775383;70000
406;20;E;8000;10;7;2;2.36;0.21;1.63;0.05;0.12;0.05;10.502;156.597;0.7;58.78775383;80000
407;20;E;9000;10;7;2;2.99;0.29;2.06;0.05;0.12;0.05;13.3055;216.253;0.7;58.78775383;90000
408;20;E;10000;10;7;2;3.75;0.52;3.28;0.06;0.12;0.05;16.6875;387.764;0.7;48.98979486;100000
409;20;E;11000;10;7;2;4.6;0.84;4.82;0.08;0.12;0.05;20.47;626.388;0.7;36.74234614;110000
410;20;E;12000;10;7;2;5.55;1.29;6.76;0.09;0.12;0.05;24.6975;961.953;0.7;32.65986324;120000
411;20;E;13000;10;7;2;6.61;1.89;9.18;0.11;0.12;0.05;29.4145;1409.373;0.7;26.72170628;130000
3403;212;E;11000;16;6;2;21.97;3.32;19.02;0.03;0.09;0.13;97.7665;2475.724;0.38;63.63961031;176000
3404;212;E;12000;16;6;2;27.54;4.98;26.16;0.03;0.09;0.13;122.553;3713.586;0.38;63.63961031;192000
412;20;E;13999;10;7;2;7.76;2.7;12.15;0.12;0.12;0.05;34.532;2013.39;0.7;24.49489743;139990
423;21;SF;2000;10;7;2;0.2;0.01;0.17;0.09;0.16;0.05;0.89;7.457;0.7;56.73845766;20000
424;21;SF;3000;10;7;2;0.45;0.02;0.4;0.09;0.16;0.05;2.0025;14.914;0.7;56.73845766;30000
425;21;SF;4000;10;7;2;0.8;0.04;0.69;0.09;0.16;0.05;3.56;29.828;0.7;56.73845766;40000
3652;232;E;11000;17;6;2;27.4;4.15;23.78;0.03;0.09;0.15;121.93;3094.655;0.35;63.63961031;187000
3653;232;E;12000;17;6;2;34.38;6.76;35.49;0.03;0.09;0.15;152.991;5040.932;0.35;63.63961031;204000
426;21;SF;5000;10;7;2;1.25;0.08;1.04;0.08;0.16;0.05;5.5625;59.656;0.7;63.83076486;50000
3663;233;E;9000;17;7;2;18.86;2.78;19.47;0.03;0.09;0.15;83.927;2073.046;0.41;63.63961031;153000
3664;233;E;10000;17;7;2;23.83;3.74;23.56;0.03;0.09;0.15;106.0435;2788.918;0.41;63.63961031;170000
427;21;SF;6000;10;7;2;1.8;0.14;1.49;0.08;0.16;0.05;8.01;104.398;0.7;63.83076486;60000
428;21;SF;7000;10;7;2;2.49;0.29;2.64;0.11;0.16;0.05;11.0805;216.253;0.7;46.42237445;70000
429;21;SF;8000;10;7;2;3.31;0.53;4.2;0.13;0.16;0.05;14.7295;395.221;0.7;39.28047069;80000
430;21;SF;9000;10;7;2;4.26;0.89;6.21;0.15;0.17;0.05;18.957;663.673;0.7;37.28397297;90000
431;21;SF;10000;10;7;2;5.33;1.39;8.78;0.17;0.17;0.05;23.7185;1036.523;0.7;32.89762321;100000
432;21;SF;11000;10;7;2;6.53;2.07;11.85;0.19;0.17;0.05;29.0585;1543.599;0.7;29.43471551;110000
433;21;SF;12000;10;7;2;7.83;2.85;14.98;0.21;0.17;0.05;34.8435;2125.245;0.7;26.63140927;120000
434;21;SF;13000;10;7;2;9.06;3.26;15.78;0.18;0.17;0.05;40.317;2430.982;0.7;31.06997748;130000
435;21;SF;13999;10;7;2;10.35;3.58;16.12;0.16;0.17;0.05;46.0575;2669.606;0.7;34.95372466;139990
441;22;NULL;1000;10;8;2;0.04;0.01;0.03;0.06;0.12;0.05;0.178;7.457;0.8;55.27906392;10000
442;22;NULL;2000;10;8;2;0.15;0.01;0.13;0.06;0.12;0.05;0.6675;7.457;0.8;55.27906392;20000
443;22;NULL;3000;10;8;2;0.34;0.01;0.28;0.06;0.12;0.05;1.513;7.457;0.8;55.27906392;30000
444;22;NULL;4000;10;8;2;0.61;0.03;0.51;0.06;0.12;0.05;2.7145;22.371;0.8;55.27906392;40000
445;22;NULL;5000;10;8;2;0.95;0.06;0.77;0.06;0.12;0.05;4.2275;44.742;0.8;55.27906392;50000
446;22;NULL;6000;10;8;2;1.37;0.1;1.06;0.06;0.12;0.05;6.0965;74.57;0.8;55.27906392;60000
447;22;NULL;7000;10;8;2;1.86;0.15;1.38;0.06;0.12;0.05;8.277;111.855;0.8;55.27906392;70000
448;22;NULL;8000;10;8;2;2.45;0.27;2.11;0.07;0.12;0.05;10.9025;201.339;0.8;47.38205478;80000
449;22;NULL;9000;10;8;2;3.16;0.52;3.65;0.09;0.12;0.05;14.062;387.764;0.8;36.85270928;90000
450;22;NULL;10000;10;8;2;3.98;0.9;5.66;0.11;0.12;0.05;17.711;671.13;0.8;30.15221668;100000
436;21;SF;15000;10;7;2;11.7;3.81;16;0.14;0.16;0.05;52.065;2841.117;0.7;36.47472278;150000
437;21;SF;16000;10;7;2;13.1;3.87;15.23;0.12;0.16;0.05;58.295;2885.859;0.7;42.55384324;160000
438;21;SF;17000;10;7;2;14.56;3.68;13.63;0.09;0.16;0.05;64.792;2744.176;0.7;56.73845766;170000
439;21;SF;18000;10;7;2;16.21;3.98;13.93;0.08;0.16;0.05;72.1345;2967.886;0.7;63.83076486;180000
440;21;SF;19000;10;7;2;18.12;4.86;16.13;0.09;0.16;0.05;80.634;3624.102;0.7;56.73845766;190000
451;22;NULL;11000;10;8;2;4.89;1.43;8.21;0.13;0.13;0.05;21.7605;1066.351;0.8;28.76813696;110000
452;22;NULL;12000;10;8;2;5.91;2.17;11.4;0.16;0.13;0.05;26.2995;1618.169;0.8;23.37411128;120000
